window_id,child_route,new_dominant_prototype,updated_policy,macro_route,macro_changed,child_changed,policy_changed,macro_switch_rate,child_switch_rate,policy_switch_rate,compressed_route_stability,macro_compression_residual,compression_quality
177,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,True,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.36,0.25520921012980147,0.7966799414231432
178,zipfian_smallints,zipfian_smallints,hybrid,macro_0,False,False,False,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.36,0.25520921012980147,0.7966799414231432
179,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.36,0.0,1.0
180,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.36,0.0,1.0
181,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.6666666666666666,0.6666666666666666,0.6,0.3466666666666667,0.0,1.0
182,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.0,1.0
183,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.25520921012980147,0.7966799414231432
184,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.26666666666666666,0.0,1.0
185,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,True,0.8,0.8,0.8,0.1999999999999999,0.25520921012980147,0.7966799414231432
186,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.1333333333333332,0.0,1.0
187,uniform_32bit,uniform_32bit,simd,macro_4,False,False,False,0.8,0.8,0.8,0.1999999999999999,0.0,1.0
188,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.1333333333333332,0.0,1.0
189,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.1333333333333332,0.0,1.0
190,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,True,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.1333333333333332,0.25520921012980147,0.7966799414231432
191,sequential_ids,sequential_ids,hybrid,macro_3,True,True,False,0.8666666666666667,0.8666666666666667,0.8,0.1466666666666665,0.0,1.0
192,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,False,0.8666666666666667,0.8666666666666667,0.7333333333333333,0.15999999999999986,0.25520921012980147,0.7966799414231432
193,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.9333333333333333,0.9333333333333333,0.8,0.09333333333333321,0.0,1.0
194,sequential_ids,sequential_ids,hybrid,macro_3,True,True,True,0.9333333333333333,0.9333333333333333,0.8,0.09333333333333321,0.0,1.0
195,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.9333333333333333,0.9333333333333333,0.8,0.09333333333333321,0.0,1.0
196,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.9333333333333333,0.9333333333333333,0.8,0.09333333333333321,0.0,1.0
197,sequential_ids,sequential_ids,hybrid,macro_3,True,True,True,0.9333333333333333,0.9333333333333333,0.8,0.09333333333333321,0.0,1.0
198,sequential_ids,sequential_ids,hybrid,macro_3,False,False,False,0.8666666666666667,0.8666666666666667,0.7333333333333333,0.15999999999999986,0.0,1.0
199,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.8666666666666667,0.8666666666666667,0.7333333333333333,0.15999999999999986,0.0,1.0
200,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.8666666666666667,0.8666666666666667,0.7333333333333333,0.15999999999999986,0.0,1.0
201,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,False,False,False,0.8,0.8,0.6666666666666666,0.2266666666666666,0.0,1.0
202,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.8666666666666667,0.8666666666666667,0.7333333333333333,0.15999999999999986,0.0,1.0
203,sequential_ids,sequential_ids,hybrid,macro_3,True,True,True,0.8666666666666667,0.8666666666666667,0.7333333333333333,0.15999999999999986,0.0,1.0
204,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.8666666666666667,0.8666666666666667,0.7333333333333333,0.15999999999999986,0.0,1.0
205,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.8666666666666667,0.8666666666666667,0.7333333333333333,0.15999999999999986,0.0,1.0
206,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.8666666666666667,0.8666666666666667,0.8,0.1466666666666665,0.0,1.0
207,sequential_ids,sequential_ids,hybrid,macro_3,True,True,True,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.1333333333333332,0.0,1.0
208,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.1333333333333332,0.0,1.0
209,sequential_ids,sequential_ids,hybrid,macro_3,True,True,True,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.1333333333333332,0.0,1.0
210,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.1333333333333332,0.0,1.0
211,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,True,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.1333333333333332,0.25520921012980147,0.7966799414231432
212,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.1333333333333332,0.0,1.0
213,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06666666666666657,0.0,1.0
214,uniform_32bit,uniform_32bit,simd,macro_4,False,False,False,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.1333333333333332,0.0,1.0
215,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,True,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.1333333333333332,0.25520921012980147,0.7966799414231432
216,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06666666666666657,0.0,1.0
217,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,True,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06666666666666657,0.25520921012980147,0.7966799414231432
218,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.06666666666666657,0.0,1.0
219,uniform_32bit,uniform_32bit,simd,macro_4,False,False,False,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.1333333333333332,0.0,1.0
220,uniform_32bit,uniform_32bit,simd,macro_4,False,False,False,0.8,0.8,0.8,0.1999999999999999,0.0,1.0
221,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.8,0.8,0.8,0.1999999999999999,0.0,1.0
222,sequential_ids,sequential_ids,hybrid,macro_3,True,True,True,0.8,0.8,0.8,0.1999999999999999,0.0,1.0
223,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.8,0.8,0.8,0.1999999999999999,0.0,1.0
224,sequential_ids,sequential_ids,hybrid,macro_3,True,True,True,0.8,0.8,0.8,0.1999999999999999,0.0,1.0
225,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.8,0.8,0.8,0.1999999999999999,0.0,1.0
226,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,False,False,False,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.26666666666666666,0.0,1.0
227,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,False,False,False,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.0,1.0
228,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.25520921012980147,0.7966799414231432
229,zipfian_smallints,zipfian_smallints,hybrid,macro_0,False,False,False,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.25520921012980147,0.7966799414231432
230,zipfian_smallints,zipfian_smallints,hybrid,macro_0,False,False,False,0.6,0.6,0.6,0.3999999999999999,0.25520921012980147,0.7966799414231432
231,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.6,0.6,0.6,0.3999999999999999,0.0,1.0
232,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,True,0.6,0.6,0.6,0.3999999999999999,0.25520921012980147,0.7966799414231432
233,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.6,0.6,0.6,0.3999999999999999,0.0,1.0
234,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.0,1.0
235,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.26666666666666666,0.0,1.0
236,clustered_ranges,clustered_ranges,guarded_fallback,macro_1,True,True,True,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.26666666666666666,0.0,1.0
237,low_entropy_repeating,low_entropy_repeating,coherent_local,macro_2,True,True,True,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.26666666666666666,0.0,1.0
238,uniform_32bit,uniform_32bit,simd,macro_4,True,True,True,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.26666666666666666,0.0,1.0
239,zipfian_smallints,zipfian_smallints,hybrid,macro_0,True,True,True,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.26666666666666666,0.25520921012980147,0.7966799414231432
