hardware_profile,architecture,window_id,truth_regime,coherence_score,hardware_pressure_proxy,selected_policy,selected_throughput,best_possible_policy,best_possible_throughput,selected_efficiency,learned_policy_tree,learned_policy_forest,learned_policy,learned_matches_rule,learned_estimated_throughput,learned_gain_vs_rule,learned_gain_pct_vs_rule
cloud_vm_baseline,virtualized,129,clustered_ranges,0.18,0.98,guarded_fallback,1172.2359292519159,guarded_fallback,1950,0.8406560792459674,guarded_fallback,guarded_fallback,guarded_fallback,True,1217.070344389544,44.834415137628184,3.8246921134928953
cloud_vm_baseline,virtualized,130,low_entropy_repeating,0.95,0.02,coherent_local,1684.1153347181446,coherent_local,1950,0.8792927060493068,coherent_local,coherent_local,coherent_local,True,1720.0546389070782,35.93930418893365,2.1340168008712115
cloud_vm_baseline,virtualized,131,sequential_ids,0.55,0.3,hybrid,1595.4036943764254,hybrid,1950,0.7785202648889078,hybrid,hybrid,hybrid,True,1578.8490912689192,-16.554603107506182,-1.037643523445435
cloud_vm_baseline,virtualized,132,uniform_32bit,0.08,0.88,simd,1764.188503288925,simd,1950,0.9450302536377313,simd,simd,simd,True,1924.295987122199,160.10748383327405,9.075418161652815
cloud_vm_baseline,virtualized,133,zipfian_smallints,0.42,0.72,hybrid,1697.2968931384835,hybrid,1950,0.9436944967966077,hybrid,hybrid,hybrid,True,1570.0427370411996,-127.25415609728384,-7.497460026688513
cloud_vm_baseline,virtualized,134,clustered_ranges,0.18,0.98,guarded_fallback,1312.4333961559291,guarded_fallback,1950,0.8596464812977741,guarded_fallback,guarded_fallback,guarded_fallback,True,1217.070344389544,-95.36305176638507,-7.266125050284462
cloud_vm_baseline,virtualized,135,low_entropy_repeating,0.95,0.02,coherent_local,1716.399018206216,coherent_local,1950,0.7754884041839866,coherent_local,coherent_local,coherent_local,True,1720.0546389070782,3.6556207008623005,0.21298198507959631
cloud_vm_baseline,virtualized,136,sequential_ids,0.55,0.3,hybrid,1434.5070264851793,hybrid,1950,0.9216364103132457,hybrid,hybrid,hybrid,True,1578.8490912689192,144.34206478373994,10.062137174566933
cloud_vm_baseline,virtualized,137,uniform_32bit,0.08,0.88,simd,2036.1091795951668,simd,1950,0.8646240368785442,simd,simd,simd,True,1924.295987122199,-111.81319247296778,-5.491512615998286
cloud_vm_baseline,virtualized,138,zipfian_smallints,0.42,0.72,hybrid,1572.6672571617435,hybrid,1950,0.8333525004071726,hybrid,hybrid,hybrid,True,1570.0427370411996,-2.6245201205438207,-0.16688337018476487
cloud_vm_baseline,virtualized,139,clustered_ranges,0.18,0.98,guarded_fallback,1180.023000488607,guarded_fallback,1950,0.8835240099871147,guarded_fallback,guarded_fallback,guarded_fallback,True,1217.070344389544,37.047343900936994,3.1395442195276666
cloud_vm_baseline,virtualized,140,low_entropy_repeating,0.95,0.02,coherent_local,1756.9908169780947,coherent_local,1950,0.8972593014776177,coherent_local,coherent_local,coherent_local,True,1720.0546389070782,-36.93617807101646,-2.102240815039898
cloud_vm_baseline,virtualized,141,sequential_ids,0.55,0.3,hybrid,1623.2519172903073,hybrid,1950,0.7544580131310847,hybrid,hybrid,hybrid,True,1578.8490912689192,-44.40282602138814,-2.735424215331267
cloud_vm_baseline,virtualized,142,uniform_32bit,0.08,0.88,simd,1718.470224949061,simd,1950,0.8326640319509435,simd,simd,simd,True,1924.295987122199,205.82576217313795,11.977266709944832
cloud_vm_baseline,virtualized,143,zipfian_smallints,0.42,0.72,hybrid,1523.1292495239622,hybrid,1950,0.9085523679998476,hybrid,hybrid,hybrid,True,1570.0427370411996,46.9134875172374,3.080072655153836
cloud_vm_baseline,virtualized,144,clustered_ranges,0.18,0.98,guarded_fallback,1270.2628415998172,guarded_fallback,1950,0.8701261113176255,guarded_fallback,guarded_fallback,guarded_fallback,True,1217.070344389544,-53.19249721027313,-4.187518950273353
cloud_vm_baseline,virtualized,145,low_entropy_repeating,0.95,0.02,coherent_local,1734.2143892399636,coherent_local,1950,0.9101008085475777,coherent_local,coherent_local,coherent_local,True,1720.0546389070782,-14.159750332885324,-0.8164936481175763
cloud_vm_baseline,virtualized,146,sequential_ids,0.55,0.3,hybrid,1643.1562532487453,hybrid,1950,0.9478973362621455,hybrid,hybrid,hybrid,True,1578.8490912689192,-64.3071619798261,-3.9136364452669685
cloud_vm_baseline,virtualized,147,uniform_32bit,0.08,0.88,simd,2086.0049388980765,simd,1950,0.8774898495104057,simd,simd,simd,True,1924.295987122199,-161.7089517758775,-7.752088634138114
cloud_vm_baseline,virtualized,148,zipfian_smallints,0.42,0.72,hybrid,1592.6092667411287,hybrid,1950,0.7664051399710067,hybrid,hybrid,hybrid,True,1570.0427370411996,-22.566529699929106,-1.4169533087111688
cloud_vm_baseline,virtualized,149,clustered_ranges,0.18,0.98,guarded_fallback,1099.6861679652081,guarded_fallback,1950,0.7509644088113222,guarded_fallback,guarded_fallback,guarded_fallback,True,1217.070344389544,117.38417642433592,10.674334173133815
