window,macro_route,macro_route_id,macro_cgcs_score,rolling_stability,rolling_volatility,rolling_switch_rate,rolling_residual,rolling_pressure,decompression_event,future_decompression,decompression_probability,forecast_decompression,reactive_gate,predictive_gate,predictive_action,forecast_hit,avoidable_fallback,reactive_stability,predictive_stability,stability_gain,reactive_switch,predictive_switch,reactive_switch_rate,predictive_switch_rate
105,macro_3,3,0.616556141081547,0.5011890809370617,0.07964914657283217,0.7333333333333333,0.5784600656357705,0.365102390235233,0,0,0.0422487491235775,0,watch,watch,monitor,0,0,0.5011890809370617,0.5011890809370617,0.0,0,0,0.0,0.0
106,macro_4,4,0.6320330480861761,0.5077946894536397,0.09085170517528018,0.8,0.5830570157216405,0.48982225100914584,0,0,0.08977676662578857,0,watch,watch,monitor,0,0,0.5077946894536397,0.5077946894536397,0.0,0,0,0.0,0.0
107,macro_3,3,0.5230759147735118,0.5012577901591458,0.08937817396276837,0.8666666666666667,0.5881203838036225,0.5975651902555693,0,0,0.10365987874871065,0,watch,watch,monitor,0,0,0.5012577901591458,0.5012577901591458,0.0,0,0,0.0,0.0
108,macro_0,0,0.48218144287087905,0.5035575829772457,0.08884965089321598,0.8666666666666667,0.5852920679159702,0.5940595483740306,0,0,0.12762542433716645,0,watch,watch,monitor,0,0,0.5035575829772457,0.5035575829772457,0.0,0,0,0.0,0.0
109,macro_4,4,0.53883321470059,0.5021838368833097,0.0844035768326957,0.8666666666666667,0.582219739949386,0.5849258332531966,0,0,0.08239211799209539,0,watch,watch,monitor,0,0,0.5021838368833097,0.5021838368833097,0.0,0,0,0.0,0.0
110,macro_2,2,0.5846790802788694,0.506637557683317,0.08636596433153353,0.8666666666666667,0.5797284066482166,0.5851773506693734,0,0,0.13263837598247102,0,watch,watch,monitor,0,0,0.506637557683317,0.506637557683317,0.0,0,0,0.0,0.0
111,macro_4,4,0.5633068007054585,0.5193327635092163,0.08603803877133533,0.8666666666666667,0.566705275262119,0.5719316744231885,0,0,0.13926390731388474,0,watch,watch,monitor,0,0,0.5193327635092163,0.5193327635092163,0.0,0,0,0.0,0.0
112,macro_4,4,0.5852220636745317,0.5289451133716886,0.08791631772123118,0.8,0.5589712043495426,0.462121595660084,0,0,0.08988946503848695,0,watch,watch,monitor,0,0,0.5289451133716886,0.5289451133716886,0.0,0,0,0.0,0.0
113,macro_3,3,0.5479190413874286,0.5346989639685641,0.08590084887404532,0.8,0.5512018849054813,0.4517164426238545,0,0,0.12403606744133061,0,watch,watch,monitor,0,0,0.5346989639685641,0.5346989639685641,0.0,0,0,0.0,0.0
114,macro_1,1,0.680705163387336,0.5470894264877445,0.057579841390750224,0.8,0.5104904149030057,0.3727655250763961,0,0,0.04850721500721502,0,watch,watch,monitor,0,0,0.5470894264877445,0.5470894264877445,0.0,0,0,0.0,0.0
115,macro_2,2,0.5596687341021529,0.553740595296358,0.05585178256308236,0.8,0.5021111872667243,0.3621564791429857,0,0,0.04832943722943723,0,watch,watch,monitor,0,0,0.553740595296358,0.553740595296358,0.0,0,0,0.0,0.0
116,macro_1,1,0.6943262734558965,0.5840422432086981,0.06610199915037633,0.8,0.4820597559416782,0.3565553795521031,0,0,0.0022222222222222222,0,watch,watch,monitor,0,0,0.5840422432086981,0.5840422432086981,0.0,0,0,0.0,0.0
117,macro_3,3,0.7135148283971028,0.5921221338183278,0.07587348635286666,0.8,0.4837513525345389,0.3716573561420449,0,0,0.0037222222222222223,0,accepted,accepted,retain_compressed,0,0,0.5921221338183278,0.6521221338183278,0.06000000000000005,1,1,0.06666666666666667,0.06666666666666667
118,macro_2,2,0.5471382794929522,0.5850475697688925,0.06745139690271709,0.8666666666666667,0.48240382713382457,0.46354458321791425,0,0,0.011297198879551822,0,watch,watch,monitor,0,0,0.5850475697688925,0.5850475697688925,0.0,1,1,0.13333333333333333,0.13333333333333333
119,macro_0,0,0.6380039680695649,0.5946249075435636,0.06443164402731726,0.8666666666666667,0.4698067364837537,0.44701503523730923,0,0,0.005555555555555556,0,watch,watch,monitor,0,0,0.5946249075435636,0.5946249075435636,0.0,0,0,0.13333333333333333,0.13333333333333333
120,macro_2,2,0.7569463977380244,0.6175219871158256,0.0780657776376734,0.9333333333333333,0.4605437905218478,0.5614626541440443,0,0,0.08354920634920633,0,accepted,accepted,retain_compressed,0,0,0.6175219871158256,0.6775219871158256,0.05999999999999994,1,1,0.2,0.2
121,macro_0,0,0.7051929448775891,0.631385297963909,0.07775829599591516,0.9333333333333333,0.4463729980320062,0.5471175722656575,0,0,0.08614444444444441,0,accepted,accepted,retain_compressed,0,0,0.631385297963909,0.691385297963909,0.06000000000000005,0,0,0.2,0.2
122,macro_3,3,0.7700956504570073,0.6468366788120871,0.0842382430659453,0.9333333333333333,0.43740156425385823,0.5472163012121878,0,0,0.08616031746031744,0,accepted,accepted,retain_compressed,0,0,0.6468366788120871,0.706836678812087,0.05999999999999994,0,0,0.2,0.2
123,macro_0,0,0.7954805099204001,0.6661844879133322,0.0835729349043861,0.9333333333333333,0.41738844699105393,0.5266392327834359,0,0,0.11052063492063492,0,accepted,accepted,retain_compressed,0,0,0.6661844879133322,0.7261844879133321,0.05999999999999994,0,0,0.2,0.2
124,macro_0,0,0.6263060016416799,0.6696081494105947,0.08570686582196788,0.8666666666666667,0.4160987164113732,0.4235120589295206,0,0,0.0012222222222222224,0,watch,watch,monitor,0,0,0.6696081494105947,0.6696081494105947,0.0,1,1,0.26666666666666666,0.26666666666666666
125,macro_0,0,0.688834592437768,0.6813511119981229,0.07443763703624122,0.8,0.3930865250381183,0.2806083588449227,0,0,0.0,0,watch,watch,monitor,0,0,0.6813511119981229,0.6813511119981229,0.0,0,0,0.26666666666666666,0.26666666666666666
126,macro_4,4,0.7536678235216902,0.6874313336759857,0.07683028609993876,0.8,0.389398952423953,0.28027642287402454,0,0,0.0014545454545454547,0,accepted,accepted,retain_compressed,0,0,0.6874313336759857,0.7474313336759857,0.05999999999999994,1,1,0.3333333333333333,0.3333333333333333
127,macro_3,3,0.71406159491289,0.7002974054102138,0.0768415474302365,0.8666666666666667,0.37654414202002273,0.37245780284291014,0,0,0.0039575163398692815,0,accepted,accepted,retain_compressed,0,0,0.7002974054102138,0.7602974054102138,0.06000000000000005,0,0,0.3333333333333333,0.3333333333333333
128,macro_1,1,0.7687732877436535,0.7065013232675268,0.05752471737261413,0.8666666666666667,0.3510233941050873,0.3208157541288953,0,0,0.0031111111111111114,0,accepted,accepted,retain_compressed,0,0,0.7065013232675268,0.7665013232675268,0.06000000000000005,0,0,0.3333333333333333,0.3333333333333333
129,macro_0,0,0.84,0.717041754234435,0.06025575754259598,0.8666666666666667,0.34321400330816104,0.31689975434346174,0,0,0.0022222222222222222,0,accepted,accepted,retain_compressed,0,0,0.717041754234435,0.777041754234435,0.06000000000000005,0,0,0.3333333333333333,0.3333333333333333
130,macro_0,0,0.7350346052474337,0.7326997813806417,0.060047301866451346,0.8,0.3273475204858096,0.1962297791268431,0,0,0.0,0,accepted,accepted,retain_compressed,0,0,0.7326997813806417,0.7926997813806418,0.06000000000000005,0,0,0.3333333333333333,0.3333333333333333
131,macro_3,3,0.7718625384817759,0.7438546622483261,0.0594832883207635,0.8,0.3156286260724374,0.1839407324861426,0,0,0.0026,0,accepted,accepted,retain_compressed,0,0,0.7438546622483261,0.803854662248326,0.05999999999999994,0,0,0.3333333333333333,0.3333333333333333
132,macro_4,4,0.746715694505398,0.743002103645607,0.058905624259346784,0.8,0.3159035206137397,0.1834162636868912,0,0,0.0026,0,accepted,accepted,retain_compressed,0,0,0.743002103645607,0.803002103645607,0.05999999999999994,0,0,0.26666666666666666,0.26666666666666666
133,macro_0,0,0.593968207709796,0.7337333755482911,0.0723088413757168,0.8,0.3385754658274257,0.22412569423192885,0,0,0.0,0,watch,watch,monitor,0,0,0.7337333755482911,0.7337333755482911,0.0,1,1,0.26666666666666666,0.26666666666666666
134,macro_2,2,0.6922276649540676,0.7272443767563793,0.06506248341849556,0.8,0.33781810666211626,0.21341471832770045,0,0,0.0,0,watch,watch,monitor,0,0,0.7272443767563793,0.7272443767563793,0.0,0,0,0.26666666666666666,0.26666666666666666
135,macro_3,3,0.7420486960768704,0.722791725602752,0.06343043336801582,0.8,0.34063870776526384,0.21394104975065717,0,0,0.0026,0,accepted,accepted,retain_compressed,0,0,0.722791725602752,0.7827917256027519,0.05999999999999994,1,1,0.26666666666666666,0.26666666666666666
136,macro_0,0,0.721317840449023,0.7307093788366972,0.06324461374830506,0.8,0.33253523491160786,0.20572417240380983,0,0,0.0,0,accepted,accepted,retain_compressed,0,0,0.7307093788366972,0.7907093788366972,0.06000000000000005,0,0,0.26666666666666666,0.26666666666666666
137,macro_2,2,0.8198055462344157,0.7416236249864178,0.06842812350793447,0.8,0.3268044985215167,0.20722357230281374,0,0,0.0013333333333333333,0,accepted,accepted,retain_compressed,0,0,0.7416236249864178,0.8016236249864177,0.05999999999999994,0,0,0.26666666666666666,0.26666666666666666
138,macro_3,3,0.84,0.7488179730262768,0.07479906303341198,0.8,0.32598109000713515,0.21517743328727212,0,0,0.003,0,accepted,accepted,retain_compressed,0,0,0.7488179730262768,0.8088179730262768,0.05999999999999994,0,0,0.26666666666666666,0.26666666666666666
139,macro_2,2,0.6945115112102651,0.7471887993843915,0.06936466844806163,0.8666666666666667,0.32217586906367013,0.30875947047888913,0,0,0.0029495798319327735,0,watch,watch,monitor,0,0,0.7471887993843915,0.7471887993843915,0.0,1,1,0.26666666666666666,0.26666666666666666
140,macro_1,1,0.8311311589502856,0.7523852886516108,0.07562837642415982,0.9333333333333333,0.323243087772549,0.4232184551896494,0,0,0.01635714285714286,0,accepted,accepted,retain_compressed,0,0,0.7523852886516108,0.8123852886516107,0.05999999999999994,1,1,0.3333333333333333,0.3333333333333333
141,macro_0,0,0.6987371995857198,0.7406133886170875,0.07631314754532734,0.9333333333333333,0.3356997589282399,0.43639842836404774,0,0,0.016119047619047616,0,watch,watch,monitor,0,0,0.7406133886170875,0.7406133886170875,0.0,1,1,0.3333333333333333,0.3333333333333333
142,macro_2,2,0.7592385791094622,0.7426303864389232,0.07657352249221254,0.9333333333333333,0.33394313605328935,0.435030755315186,0,0,0.012357142857142856,0,accepted,accepted,retain_compressed,0,0,0.7426303864389232,0.8026303864389233,0.06000000000000005,1,1,0.4,0.4
143,macro_2,2,0.6970335138443855,0.7363946343858073,0.05997656916570479,0.8666666666666667,0.3235819347798975,0.29722813222869204,0,0,0.0012352941176470588,0,watch,watch,monitor,0,0,0.7363946343858073,0.7363946343858073,0.0,1,1,0.4666666666666667,0.4666666666666667
144,macro_0,0,0.613992871652782,0.7253343991480894,0.07215812027329808,0.8666666666666667,0.3468237211252087,0.33681708185656783,0,0,0.0031111111111111114,0,watch,watch,monitor,0,0,0.7253343991480894,0.7253343991480894,0.0,0,0,0.4666666666666667,0.4666666666666667
145,macro_0,0,0.521863772181813,0.7193256961874243,0.10020913068853704,0.8666666666666667,0.3808834345011128,0.40886158662677885,0,0,0.004714285714285714,0,watch,watch,monitor,0,0,0.7193256961874243,0.7193256961874243,0.0,0,0,0.4666666666666667,0.4666666666666667
146,macro_2,2,0.4446147992942203,0.6986912907157702,0.13267529146606605,0.8666666666666667,0.43398400075029586,0.5056856238567875,0,0,0.12291349206349204,0,watch,watch,monitor,0,0,0.6986912907157702,0.6986912907157702,0.0,0,0,0.4666666666666667,0.4666666666666667
147,macro_0,0,0.6335319954499746,0.6896482323301956,0.12564220401420328,0.8666666666666667,0.4359939716840077,0.4979867641955466,0,0,0.029371428571428573,0,watch,watch,monitor,0,0,0.6896482323301956,0.6896482323301956,0.0,0,0,0.4666666666666667,0.4666666666666667
148,macro_0,0,0.6693416941386133,0.685316886804328,0.11127769313789342,0.8,0.4259608063335654,0.3635770042437144,0,0,0.015055555555555555,0,watch,watch,monitor,0,0,0.685316886804328,0.685316886804328,0.0,0,0,0.4,0.4
149,macro_0,0,0.6249694483075712,0.6690805453104244,0.11080326256446763,0.7333333333333333,0.4417227172540432,0.2736146587192797,0,0,0.017449783549783552,0,watch,watch,monitor,0,0,0.6690805453104244,0.6690805453104244,0.0,0,0,0.4,0.4
150,macro_3,3,0.519303503750892,0.6423558372896654,0.09701081316989939,0.7333333333333333,0.454654975880234,0.26734937813252113,0,0,0.006987878787878788,0,watch,watch,monitor,0,0,0.6423558372896654,0.6423558372896654,0.0,0,0,0.3333333333333333,0.3333333333333333
151,macro_1,1,0.59184490265267,0.6338002865765325,0.0929629839907256,0.7333333333333333,0.4591626974141931,0.266210478120731,0,0,0.007625974025974026,0,watch,watch,monitor,0,0,0.6338002865765325,0.6338002865765325,0.0,0,0,0.3333333333333333,0.3333333333333333
152,macro_3,3,0.37138899569079953,0.5954884396382419,0.10301949528883388,0.7333333333333333,0.507531055650592,0.32756228693207967,0,0,0.10816406926406925,0,watch,watch,monitor,0,0,0.5954884396382419,0.5954884396382419,0.0,0,0,0.3333333333333333,0.3333333333333333
153,macro_0,0,0.6020767437616582,0.5874334016529035,0.09385378812128956,0.7333333333333333,0.506420386468386,0.313864257098997,0,0,0.007292640692640693,0,watch,watch,monitor,0,0,0.5874334016529035,0.5874334016529035,0.0,0,0,0.3333333333333333,0.3333333333333333
154,macro_0,0,0.6606102489921896,0.5792143741431308,0.09794136838483807,0.6666666666666666,0.5187269942417072,0.2267819890794919,0,0,0.0026666666666666666,0,watch,watch,monitor,0,0,0.5792143741431308,0.5792143741431308,0.0,0,0,0.26666666666666666,0.26666666666666666
155,macro_4,4,0.5584901345976722,0.567669092539238,0.09687143688629522,0.6666666666666666,0.5292023443470572,0.23560192230185945,0,0,0.0669180375180375,0,watch,watch,monitor,0,0,0.567669092539238,0.567669092539238,0.0,0,0,0.2,0.2
156,macro_3,3,0.4577883825585741,0.5546520517813874,0.09508598480783331,0.6666666666666666,0.5404339330264458,0.24418067250816858,0,0,0.1940887445887446,0,watch,watch,monitor,0,0,0.5546520517813874,0.5546520517813874,0.0,0,0,0.13333333333333333,0.13333333333333333
157,macro_4,4,0.5591152852971079,0.5577563445409952,0.09234110200283634,0.6666666666666666,0.5345847574618411,0.2346587111311837,0,0,0.13364271284271284,0,watch,watch,monitor,0,0,0.5577563445409952,0.5577563445409952,0.0,0,0,0.06666666666666667,0.06666666666666667
158,macro_2,2,0.4913471099225178,0.56165070376002,0.08619279838049834,0.7333333333333333,0.5245420946204783,0.32113080825614765,0,1,0.30381031410969495,0,watch,watch,monitor,0,0,0.46165070376002004,0.52165070376002,0.05999999999999994,0,0,0.0,0.0
159,macro_0,0,0.39869351628691585,0.5420808304964319,0.09199149183653936,0.7333333333333333,0.5499106613401075,0.3540300079677514,0,1,0.3995233087174267,0,watch,watch,monitor,0,0,0.4420808304964319,0.5020808304964318,0.05999999999999994,0,0,0.0,0.0
160,macro_4,4,0.3692236127841708,0.5170709903835616,0.10379599789675903,0.8,0.5867250075131973,0.5112299385500596,0,1,0.482437613461807,0,watch,watch,monitor,0,0,0.41707099038356166,0.47707099038356165,0.06,0,0,0.0,0.0
161,macro_0,0,0.4561143954944847,0.502999735982471,0.10014164831439606,0.8,0.597141912331925,0.5164377490836758,0,1,0.27553937863251815,0,watch,watch,monitor,0,0,0.4029997359824711,0.4629997359824711,0.06,0,0,0.0,0.0
162,macro_1,1,0.47404073818489306,0.4992278388519711,0.09121244455910657,0.8,0.5919846057071355,0.49908937705219814,0,1,0.32886565265089757,0,watch,watch,monitor,0,0,0.3992278388519711,0.4592278388519711,0.06,0,0,0.0,0.0
163,macro_4,4,0.26428635510746856,0.4719312932232043,0.11078822388589364,0.8666666666666667,0.6388569306626893,0.6768597078163343,1,1,0.604847706877164,1,fallback,reroute,predictive_reroute,1,1,0.15193129322320428,0.5519312932232043,0.4,1,1,0.06666666666666667,0.06666666666666667
164,macro_0,0,0.7028058545521052,0.4995493647949798,0.11936934622586484,0.9333333333333333,0.619819981430885,0.7747547162366667,0,1,0.56208907795819,1,accepted,reroute,predictive_reroute,1,1,0.3995493647949798,0.5795493647949798,0.17999999999999994,1,0,0.13333333333333333,0.06666666666666667
165,macro_1,1,0.43457420955774556,0.4855908202779871,0.11591234786055087,0.9333333333333333,0.6303215275825638,0.7803171270964645,1,1,0.4016628792864537,0,fallback,watch,monitor,0,0,0.16559082027798708,0.44559082027798713,0.28,1,1,0.2,0.13333333333333333
166,macro_4,4,0.5749121554415132,0.47844931248209743,0.1213635561004999,0.9333333333333333,0.6429142436184024,0.8001866895642412,0,1,0.7514847684244235,1,watch,fallback,protective_fallback,1,1,0.37844931248209746,0.32844931248209747,-0.04999999999999999,1,1,0.26666666666666666,0.2
167,macro_0,0,0.47513798787951,0.4715033002555839,0.11755067428468681,0.9333333333333333,0.6460473740291028,0.7980204713341347,0,1,0.5662572172065982,1,watch,reroute,predictive_reroute,1,1,0.37150330025558387,0.5515033002555838,0.17999999999999994,0,1,0.26666666666666666,0.26666666666666666
168,macro_4,4,0.5773025503088315,0.48146281423477194,0.12278920101492966,0.9333333333333333,0.6413263867801577,0.8005875762795442,0,1,0.7234371493768044,1,watch,fallback,protective_fallback,1,1,0.3814628142347719,0.331462814234772,-0.04999999999999993,0,1,0.26666666666666666,0.3333333333333333
169,macro_4,4,0.65679396557758,0.4896027042581447,0.13226321336826888,0.9333333333333333,0.6426605091101241,0.8149291928797281,0,1,0.6775005415401966,1,watch,reroute,predictive_reroute,1,1,0.3896027042581447,0.5696027042581446,0.17999999999999994,0,1,0.26666666666666666,0.4
170,macro_2,2,0.4400203479589332,0.4853254740945126,0.1263353430004909,0.9333333333333333,0.6410098689059783,0.8051541047962139,1,0,0.35508385557797334,0,fallback,watch,monitor,0,0,0.26532547409451257,0.4853254740945126,0.22000000000000003,1,1,0.3333333333333333,0.4666666666666667
171,macro_0,0,0.46139376884035305,0.49055049514063237,0.12611641920612526,0.9333333333333333,0.635565924065493,0.7995045603195875,0,0,0.35404089464027555,0,watch,watch,monitor,0,0,0.49055049514063237,0.49055049514063237,0.0,1,0,0.4,0.4666666666666667
172,macro_4,4,0.542221121031203,0.5049669541612184,0.12603200203643633,0.9333333333333333,0.621065047875218,0.7851419971944877,0,0,0.3291632556323676,0,watch,watch,monitor,0,0,0.5049669541612184,0.5049669541612184,0.0,0,0,0.4,0.4666666666666667
173,macro_4,4,0.5793778884589639,0.5152389119082583,0.09165796049127745,0.8666666666666667,0.5764190485830192,0.5892048610175331,0,0,0.1680737197236971,0,watch,watch,monitor,0,0,0.5152389119082583,0.5152389119082583,0.0,0,0,0.4,0.4666666666666667
174,macro_1,1,0.5252897212614159,0.5195096604979687,0.07284030640530667,0.8666666666666667,0.553330645907338,0.5406390659275316,0,0,0.22099005411802344,0,watch,watch,monitor,0,0,0.5195096604979687,0.5195096604979687,0.0,0,0,0.4,0.4666666666666667
175,macro_0,0,0.5022365103349691,0.5393388401002602,0.06616860077962687,0.8666666666666667,0.5268297606793666,0.5054266419128381,0,0,0.25128227912438433,0,watch,watch,monitor,0,0,0.5393388401002602,0.5393388401002602,0.0,0,0,0.4,0.4666666666666667
176,macro_1,1,0.4110940592491565,0.5150295238250145,0.07451985357725348,0.8666666666666667,0.5594903297522389,0.549000786129655,0,0,0.22342063435649845,0,watch,watch,monitor,0,0,0.5150295238250145,0.5150295238250145,0.0,0,0,0.4,0.4666666666666667
177,macro_3,3,0.5382459530692096,0.5236688357843032,0.07323373811614857,0.8666666666666667,0.5495649023318453,0.5374805341066772,0,0,0.39573450652063513,0,watch,watch,monitor,0,0,0.5236688357843032,0.5236688357843032,0.0,0,0,0.4,0.4666666666666667
178,macro_2,2,0.45711107175750776,0.5138520788106361,0.07326677423028514,0.8666666666666667,0.559414695419649,0.5472029478160522,0,0,0.1759896262807535,0,watch,watch,monitor,0,0,0.5138520788106361,0.5138520788106361,0.0,0,0,0.3333333333333333,0.4
179,macro_3,3,0.5480437497318741,0.5199275589649998,0.05510413468361108,0.8666666666666667,0.5351765757186113,0.4984085388093767,0,0,0.17958203063394873,0,watch,watch,monitor,0,0,0.5199275589649998,0.5199275589649998,0.0,0,0,0.26666666666666666,0.4
180,macro_4,4,0.6532508915358088,0.5262565874005812,0.06868207988256124,0.8666666666666667,0.54242549248198,0.5242058713167687,0,0,0.50963285466372,1,watch,reroute,predictive_reroute,0,0,0.5262565874005812,0.6462565874005812,0.12,0,1,0.2,0.4
181,macro_3,3,0.5953423148408156,0.5211356165058508,0.06864829746509779,0.8666666666666667,0.547512680959247,0.5291573375232971,0,1,0.5182676309984964,1,watch,reroute,predictive_reroute,1,1,0.42113561650585085,0.6011356165058508,0.17999999999999994,0,0,0.13333333333333333,0.3333333333333333
182,macro_0,0,0.6006898457135842,0.5345247413187385,0.07173141975559696,0.8666666666666667,0.5372066784368584,0.5232727966207402,0,1,0.5747991014833123,1,watch,reroute,predictive_reroute,1,1,0.4345247413187385,0.6145247413187385,0.17999999999999994,0,0,0.13333333333333333,0.26666666666666666
183,macro_2,2,0.45660064201410694,0.534125314083218,0.07488382132446406,0.8666666666666667,0.5407585072412461,0.5310982352446696,0,1,0.5839070190043875,1,watch,reroute,predictive_reroute,1,1,0.434125314083218,0.6141253140832179,0.17999999999999994,0,0,0.13333333333333333,0.2
184,macro_0,0,0.6266593179216023,0.5411618304907512,0.08097102067199709,0.9333333333333333,0.539809190181246,0.643333288689282,0,1,0.5716803549042206,1,watch,reroute,predictive_reroute,1,1,0.4411618304907512,0.6211618304907511,0.17999999999999994,0,0,0.13333333333333333,0.13333333333333333
185,macro_3,3,0.552550038505256,0.5389261763279422,0.07999511227964964,0.9333333333333333,0.5410689359517075,0.6432286317502252,0,1,0.5496547527286184,1,watch,reroute,predictive_reroute,1,1,0.4389261763279422,0.6189261763279421,0.17999999999999994,0,0,0.06666666666666667,0.06666666666666667
186,macro_1,1,0.4464429996499369,0.5323556161936523,0.07403024902758915,0.9333333333333333,0.5416746328339368,0.6356194110789201,1,0,0.5039159933633617,1,fallback,reroute,predictive_reroute,0,0,0.3123556161936524,0.6523556161936523,0.33999999999999997,1,0,0.06666666666666667,0.06666666666666667
187,macro_2,2,0.7140290773995606,0.5500049967823682,0.0906046641696933,0.9333333333333333,0.540599667387325,0.657360361126214,0,0,0.3565841067079722,0,accepted,accepted,retain_compressed,0,0,0.5500049967823682,0.6100049967823682,0.05999999999999994,1,1,0.13333333333333333,0.13333333333333333
188,macro_3,3,0.5932378077993384,0.5651836424948834,0.08244024757751646,1.0,0.517256605082633,0.7279923841980299,0,0,0.04423233567199085,0,watch,watch,monitor,0,0,0.5651836424948834,0.5651836424948834,0.0,1,1,0.2,0.2
189,macro_0,0,0.6215514421799776,0.5721257665874474,0.08268138718532451,1.0,0.5105556205978771,0.7217406433020025,0,0,0.026333129322784497,0,watch,watch,monitor,0,0,0.5721257665874474,0.5721257665874474,0.0,0,0,0.2,0.2
190,macro_2,2,0.660120521533904,0.5890432207354804,0.08332791269831914,1.0,0.4942846919628387,0.7066444492036201,0,0,0.011775986465641637,0,watch,watch,monitor,0,0,0.5890432207354804,0.5890432207354804,0.0,0,0,0.2,0.2
191,macro_0,0,0.7262262462089625,0.6038917621085711,0.0943785692130219,1.0,0.4904868071044508,0.7181126755354997,0,0,0.007585510275165447,0,accepted,accepted,retain_compressed,0,0,0.6038917621085711,0.6638917621085711,0.06000000000000005,1,1,0.26666666666666666,0.26666666666666666
192,macro_3,3,0.5674989339963925,0.5967457656469531,0.09492625724802407,1.0,0.4981804916010709,0.7264246814318648,0,0,0.007629161068816241,0,watch,watch,monitor,0,0,0.5967457656469531,0.5967457656469531,0.0,1,1,0.3333333333333333,0.3333333333333333
193,macro_0,0,0.7460239365061004,0.6093025674523935,0.09159860780827037,1.0,0.4822960403558768,0.7062419587185318,0,0,0.006585510275165447,0,accepted,accepted,retain_compressed,0,0,0.6093025674523935,0.6693025674523936,0.06000000000000005,1,1,0.4,0.4
194,macro_2,2,0.6263863414019536,0.6114439420930909,0.09159824275837647,1.0,0.4801543006652855,0.7041372945816362,0,0,0.0104378912275464,0,watch,watch,monitor,0,0,0.6114439420930909,0.6114439420930909,0.0,1,1,0.4666666666666667,0.4666666666666667
195,macro_3,3,0.5653321186421177,0.6205048984787586,0.0905518058285345,1.0,0.47004690734977594,0.6927679319153888,0,0,0.01382916106881624,0,watch,watch,monitor,0,0,0.6205048984787586,0.6205048984787586,0.0,0,0,0.4666666666666667,0.4
196,macro_4,4,0.6373076593495685,0.6213922602644223,0.0647897609844539,1.0,0.4433975007200316,0.6311520438655233,0,0,0.04301538040503558,0,watch,watch,monitor,0,0,0.6213922602644223,0.6213922602644223,0.0,0,0,0.4666666666666667,0.4
197,macro_0,0,0.5755692623721104,0.6233105289199935,0.063360992272599,1.0,0.4400504633526055,0.6258985509996324,0,0,0.023210618500273675,0,watch,watch,monitor,0,0,0.6233105289199935,0.6233105289199935,0.0,0,0,0.4666666666666667,0.4
198,macro_0,0,0.6154147406451281,0.6373915073362596,0.06223452714924096,0.9333333333333333,0.42484301981298134,0.504613388305241,0,0,0.04729682539682541,0,watch,watch,monitor,0,0,0.6373915073362596,0.6373915073362596,0.0,0,0,0.4666666666666667,0.4
199,macro_4,4,0.7403670392608386,0.6395863374913661,0.07037319827561464,0.9333333333333333,0.43078686078424855,0.5216471672352246,0,0,0.10037301587301589,0,accepted,accepted,retain_compressed,0,0,0.6395863374913661,0.699586337491366,0.05999999999999994,1,1,0.5333333333333333,0.4666666666666667
200,macro_4,4,0.4642209037529856,0.6288349288208366,0.0904235328275018,0.8666666666666667,0.46158860400666524,0.4746912844837141,0,0,0.03571587301587301,0,watch,watch,monitor,0,0,0.6288349288208366,0.6288349288208366,0.0,1,1,0.6,0.5333333333333333
201,macro_4,4,0.6155799559247054,0.6283373049662306,0.08334863476212617,0.8,0.45501132979589554,0.3537031799191261,0,0,0.004176767676767676,0,watch,watch,monitor,0,0,0.6283373049662306,0.6283373049662306,0.0,0,0,0.5333333333333333,0.5333333333333333
202,macro_4,4,0.6031255151969744,0.6235877211048199,0.08182251185383008,0.7333333333333333,0.4582347907490102,0.24997584043626964,0,0,0.0014545454545454547,0,watch,watch,monitor,0,0,0.6235877211048199,0.6235877211048199,0.0,0,0,0.4666666666666667,0.4666666666666667
203,macro_2,2,0.572792077026243,0.6108015403395932,0.06930622417299422,0.7333333333333333,0.458504683833401,0.23302563978400065,0,0,0.0,0,watch,watch,monitor,0,0,0.6108015403395932,0.6108015403395932,0.0,0,0,0.4,0.4
204,macro_2,2,0.5537650508911277,0.609657050080821,0.07022028636201569,0.6666666666666666,0.46056323628119467,0.13151015010882172,0,0,0.0,0,watch,watch,monitor,0,0,0.609657050080821,0.609657050080821,0.0,0,0,0.4,0.4
205,macro_2,2,0.5380577678998504,0.5923265360303003,0.07198012566904492,0.6,0.47965358963874466,0.047890944447049395,0,0,0.0,0,watch,watch,monitor,0,0,0.5923265360303003,0.5923265360303003,0.0,0,0,0.4,0.4
206,macro_0,0,0.4273317055319388,0.5757386497077991,0.08636134463453037,0.6,0.5106226949267313,0.09809713755921504,0,0,0.037680952380952384,0,watch,watch,monitor,0,0,0.5757386497077991,0.5757386497077991,0.0,0,0,0.3333333333333333,0.3333333333333333
207,macro_4,4,0.23615486343365474,0.5483072117737605,0.13640152574434858,0.6,0.5880943139705881,0.24303657620108196,0,0,0.15949523809523805,0,watch,watch,monitor,0,0,0.5483072117737605,0.5483072117737605,0.0,0,0,0.26666666666666666,0.26666666666666666
208,macro_2,2,0.33866737764046884,0.5234205216313356,0.14636326474543435,0.6,0.6229427431140988,0.29097531506639157,0,0,0.052390476190476196,0,watch,watch,monitor,0,0,0.5234205216313356,0.5234205216313356,0.0,0,0,0.2,0.2
