window,macro_route,macro_cgcs_score,rolling_stability,rolling_volatility,rolling_switch_rate,rolling_residual,rolling_pressure,decompression_event,future_decompression,macro_route_id,decompression_probability,predicted_decompression
181,macro_0,0.5285293102145171,0.5272552632947382,0.06825015826764443,0.8666666666666667,0.5409948949729063,0.6879365817124217,0,0,0,0.0817695553969015,0
182,macro_4,0.5929819596149419,0.5364891483960199,0.06717199062946165,0.9333333333333333,0.5306828422334418,0.8086137461244842,0,0,4,0.10004403094363047,0
183,macro_4,0.5818693908333932,0.5517488919961154,0.06137285560829484,0.9333333333333333,0.5096239636121794,0.7714892636287535,0,0,4,0.048586531473668496,0
184,macro_0,0.5971097899848609,0.5604179253866797,0.06124470186560299,0.9333333333333333,0.5008267764789234,0.760067798361009,0,0,0,0.05502620437386771,0
185,macro_2,0.5259075792537156,0.5646480416611316,0.04486542401279619,0.9333333333333333,0.4802173823516646,0.7046687784537292,0,0,2,0.0291584475050012,0
186,macro_3,0.6043414481385528,0.5702524966953179,0.04534381320340569,0.9333333333333333,0.47509131650808784,0.6989987361434538,0,0,3,0.018854617277257932,0
187,macro_2,0.6530364579514918,0.5879243743871291,0.042112263451937366,0.9333333333333333,0.4541878890648083,0.6666456915283445,0,0,2,0.018033084643225294,0
188,macro_2,0.7442574385898774,0.6024517211091555,0.062473530395769104,0.8666666666666667,0.4600218092866136,0.5746197809939835,0,0,2,0.01855222583319381,0
189,macro_0,0.7047235353059265,0.6054124996466478,0.06963941770004638,0.8666666666666667,0.4642269180533986,0.5927348097221469,0,0,0,0.040629568372063815,0
190,macro_0,0.8161546657437053,0.6292815508017299,0.09436449646938921,0.8,0.46508294566765934,0.5021485026390055,0,0,0,0.06963442356545071,0
191,macro_4,0.5564865231403074,0.6269844994817265,0.09122512281737298,0.8,0.4642406233356465,0.49548458919446475,0,0,4,0.07108382358064022,0
192,macro_4,0.7064015681899404,0.6343166389134359,0.09209595555268299,0.7333333333333333,0.4577793166392471,0.353096355285272,0,0,4,0.02490796703296703,0
193,macro_2,0.6458778398048344,0.6440956830459623,0.08908473764722166,0.7333333333333333,0.44498905460125937,0.33145865155617726,0,0,2,0.01039668883747831,0
194,macro_0,0.82,0.6630138530780504,0.10007718596793319,0.7333333333333333,0.4370633328898828,0.34095516867844045,0,0,0,0.008781593406593407,0
195,macro_1,0.5569613266723596,0.660938181064631,0.09520637310640241,0.7333333333333333,0.4342681920417714,0.32872234968466857,0,0,1,0.00431634695713643,0
196,macro_3,0.5529763130834885,0.65726039132285,0.10100049624530334,0.7333333333333333,0.44374010492245336,0.3510951186125325,0,0,3,0.02169729933808881,0
197,macro_4,0.5725812127743832,0.6611498607829055,0.1060819625701806,0.7333333333333333,0.4449321017872751,0.36166339984444057,0,0,4,0.06092542910306069,0
198,macro_4,0.43250574231561906,0.6468302186309944,0.1251579862380075,0.7333333333333333,0.47832776760701307,0.43813487615628244,0,0,4,0.06656294666746815,0
199,macro_3,0.5726544567426407,0.6401317185302569,0.12411890444343518,0.7333333333333333,0.48398718591317835,0.4434847709545575,0,0,3,0.04592983453106654,0
200,macro_2,0.5471934651627359,0.6237097207446617,0.10540570085805115,0.7333333333333333,0.48169598011338943,0.40723564231324216,0,0,2,0.03284811486184687,0
201,macro_0,0.623870027293104,0.6169719284102598,0.10472482014590379,0.7333333333333333,0.48775289173564396,0.4137293562746815,0,0,0,0.06279367326464208,0
202,macro_0,0.6352452296170493,0.6018961420663719,0.09919771689879123,0.6666666666666666,0.4973015748324193,0.2803149204641849,0,0,0,0.045690918027403986,0
203,macro_4,0.7668931981102453,0.6194300316472,0.1124559916246123,0.7333333333333333,0.4930259599774123,0.4342101559436677,0,1,4,0.0810623891978317,0
204,macro_2,0.6765958769301911,0.6169462240422209,0.08916111356404573,0.7333333333333333,0.47221488952182483,0.366235749815817,0,1,2,0.5224230791873108,1
205,macro_0,0.5317027055727619,0.6074316295228815,0.09066414277148839,0.8,0.48323251324860683,0.5186498250615044,0,1,0,0.42540066209195765,0
206,macro_0,0.4949615389108468,0.5803450910987854,0.09512952158592254,0.7333333333333333,0.5147844304871372,0.4310310543558547,0,1,0,0.3710249785856664,0
207,macro_3,0.61200116275583,0.5849317441057413,0.0953548554832407,0.8,0.5104231113774994,0.561601622786501,0,1,3,0.13453543875383298,0
208,macro_0,0.4406211628982584,0.5755688149236388,0.09389491507702738,0.8,0.5183261001533886,0.569056468944857,1,0,0,0.19463038403058533,0
209,macro_0,0.7158828377753584,0.5875106170070533,0.10153853672864833,0.7333333333333333,0.514027919721595,0.44148490048398487,0,0,0,0.16184561501744407,0
210,macro_2,0.648798939519897,0.6055350501074099,0.10024266460518258,0.7333333333333333,0.4947076144977727,0.41459418539216675,0,0,2,0.06471136195871507,0
211,macro_3,0.49210250999019506,0.5988223878780395,0.10730840919906746,0.7333333333333333,0.5084860213210279,0.44471150626702405,0,1,3,0.10611011880665833,0
212,macro_2,0.37199834182365554,0.5842227942664494,0.12833462001901524,0.7333333333333333,0.5441118257525659,0.5274943954158827,0,1,2,0.7988907405618447,1
213,macro_0,0.6401442522770776,0.5855789796817805,0.11258661790434495,0.8,0.5270076382225645,0.6133980981581446,0,1,0,0.5315525515568872,1
214,macro_3,0.5004527103744906,0.5743462697449006,0.10635598357886614,0.8,0.5320097138339656,0.6086638871132489,0,1,3,0.6155768687172886,1
215,macro_0,0.6150638315726114,0.5616938225334311,0.10845573083532344,0.8,0.5467619083018923,0.6311742685300078,0,1,0,0.28670622646385174,0
216,macro_0,0.35357290156233945,0.5347752412527768,0.12486649181445598,0.7333333333333333,0.5900912505616792,0.5798189649806633,1,1,0,0.8658815107623219,1
217,macro_3,0.4371234214286134,0.5268936342407645,0.12575927145503513,0.8,0.5988656372142707,0.7282917966705347,1,1,3,0.8634562292734667,1
218,macro_2,0.4861859789857846,0.5261623375803427,0.12330165972439198,0.8,0.5971393221440493,0.7217175514276508,0,1,2,0.8156549314111224,1
219,macro_4,0.4852994031959833,0.515603857617022,0.10390968629028285,0.8,0.5883058286732609,0.6759351859777313,0,1,4,0.8059993389415762,1
220,macro_2,0.4366838870178572,0.5152757512936553,0.09180154493864927,0.8,0.5765257936449939,0.6393784744784274,1,1,2,0.7998521357256387,1
221,macro_2,0.5301693103836455,0.4997996240110125,0.09305403318818341,0.8,0.5932544091771709,0.6628943487438388,0,1,2,0.7015715356402263,1
222,macro_0,0.3757884164643168,0.4770487470897142,0.09254594199235604,0.8,0.6154971949026418,0.6902901038500213,1,1,0,0.9589445410348048,1
223,macro_1,0.4576846733344931,0.47418059403507234,0.07513882415089564,0.8,0.6009582301158234,0.640783957599194,0,1,1,0.8303567449484622,1
224,macro_0,0.4808283346895209,0.4832497601072278,0.07444439292745471,0.8666666666666667,0.5911946328202269,0.7628425054427457,0,1,0,0.8376848100570927,1
225,macro_0,0.5166879446726538,0.4729617344735258,0.05698702768768962,0.8,0.5840252932141639,0.5869053197140028,0,1,0,0.4054820112604304,0
226,macro_4,0.5357000588279643,0.4758990135113153,0.04918284090471553,0.8,0.5732838273934002,0.5593366900575523,0,1,4,0.5637341546833651,1
227,macro_1,0.3725687603945577,0.4556910909131442,0.058032584145793584,0.8,0.6023414932326494,0.6120725638939903,1,1,1,0.6794349376114082,1
228,macro_4,0.3386901083756003,0.45445085814758257,0.07028035058019903,0.8,0.6158294924326164,0.6510511344451883,1,1,4,0.8758415032679738,1
229,macro_2,0.595534284085921,0.4676517633690249,0.08333954804429827,0.8,0.6156877846752733,0.674133222692645,0,1,2,0.7724261426401425,1
230,macro_3,0.5150019744238563,0.47005309632219755,0.0841597172030155,0.8,0.6141066208808179,0.6735823839485904,0,1,3,0.7531939997829995,1
231,macro_2,0.4229973529509355,0.4648612588017769,0.08272167278016447,0.8666666666666667,0.6178604139783876,0.8115153111734458,1,0,2,0.9197990897990898,1
232,macro_2,0.6358911370539014,0.4814618629714473,0.09313630392634613,0.8,0.6116744409548988,0.6864778002227756,0,0,2,0.36225051090472815,0
233,macro_2,0.5132179105172687,0.48004924631591583,0.09283877092347234,0.7333333333333333,0.6127895246075565,0.5516482447788738,0,0,2,0.1711455126906824,0
234,macro_0,0.6159850603047483,0.5000656333026184,0.100443287487746,0.7333333333333333,0.6003776541851276,0.5494018339927015,0,0,0,0.04793388790945593,0
235,macro_3,0.5234096932098419,0.5055427182922309,0.10054350922834206,0.7333333333333333,0.5950007909361112,0.542739056297794,0,0,3,0.07196602467067958,0
236,macro_0,0.710645963956993,0.5246941873978536,0.11953775356905205,0.8,0.5948435661711985,0.7120918660836326,0,0,0,0.42602833213320723,0
237,macro_0,0.6912791736427802,0.5392434564786974,0.11702110573446274,0.7333333333333333,0.5777776492557654,0.5501766253677917,0,0,0,0.15627462539897694,0
238,macro_2,0.5191960897636113,0.5378681257233346,0.09069018470661938,0.7333333333333333,0.5528220589832847,0.47152078675817716,0,0,2,0.15666521066503478,0
239,macro_0,0.6374413855858919,0.5599408444892792,0.09272502720336169,0.7333333333333333,0.5327841827140826,0.44965007625690756,0,0,0,0.07853534772814412,0
