window_id,macro_route,macro_cgcs_score,macro_switch_rate,child_switch_rate,policy_switch_rate,macro_compression_residual,compressed_route_stability,macro_route_changed,rolling_route_switch,rolling_pressure,rolling_cgcs_mean,rolling_cgcs_std,rolling_residual,rolling_stability,adaptive_accept_threshold,adaptive_watch_threshold,fixed_gate,adaptive_gate,cgcs_slope,pressure_slope,adaptive_margin_to_watch,adaptive_margin_to_accept,early_decompression_candidate,adaptive_gated_route,fixed_gated_route,fixed_gated_switch_rate,adaptive_gated_switch_rate,fixed_stability_score,adaptive_stability_score
59,macro_0,0.696246483580659,0.8390555620687035,0.4606740606713545,1.0,0.0,0.49506438996266355,False,0.7619047619047619,0.5839054743699128,0.51928233633224,0.1011754884617256,0.10364529799465938,0.4668184812183913,0.7353578258961375,0.522068860675663,watch,watch,0.037744094429023864,-0.005159861154470424,0.17417762290499594,-0.039111342315478526,False,macro_0,macro_0,0.7142857142857143,0.6190476190476191,0.5357142857142857,0.5976190476190476
60,macro_0,0.39496478696656095,0.9095010708518696,0.5034054330081057,0.4142372868509481,0.01791168966381726,0.4319376955033356,False,0.7619047619047619,0.5870401749344445,0.5235543269027636,0.09327181545881313,0.10025577070216893,0.4494353621244707,0.736226280002322,0.5228005121189703,fallback,fallback,-0.01823330369820524,-0.003636024424690509,-0.12783572515240932,-0.3412614930357611,True,adaptive_fallback,fixed_fallback,0.7619047619047619,0.6666666666666666,0.25476190476190474,0.21666666666666665
61,macro_3,0.4648541301214549,0.8945248381749327,0.5584870011303058,0.41687598375326995,0.04401724851844915,0.5795950949653401,True,0.7619047619047619,0.591452596246073,0.525553914179743,0.09143729950469305,0.09168135736376515,0.46775592059802,0.734540651378967,0.5215754457711292,fallback,fallback,-0.009076183784509462,-0.0009482089576306141,-0.056721315649674364,-0.2696865212575121,True,adaptive_fallback,fixed_fallback,0.7619047619047619,0.6666666666666666,0.25476190476190474,0.21666666666666665
62,macro_0,0.6240502916183609,0.7397074596535762,0.16410031214033488,1.0,0.10121798821677007,0.24436270234522878,True,0.7619047619047619,0.5929292440005995,0.522984391521002,0.08761721866994186,0.09319073692113722,0.4675952492426234,0.7344861261695136,0.5215578225358272,watch,watch,-0.005384592740459193,0.0013882046087401179,0.10249246908253373,-0.11043583455115269,False,macro_0,macro_0,0.7619047619047619,0.6666666666666666,0.5047619047619047,0.5666666666666667
63,macro_0,0.5869609561418059,0.3818034001007109,0.909675781490197,1.0,0.16952373505981266,0.34518263486068984,False,0.7142857142857143,0.5923738327541482,0.528540554240238,0.0878073631543881,0.09307761114169998,0.4517949929868088,0.7357030295573231,0.5224719413169693,watch,watch,0.02405316697401282,0.00032253055720217195,0.0644890148248366,-0.14874207341551726,False,macro_0,macro_0,0.7142857142857143,0.6190476190476191,0.4357142857142857,0.5976190476190476
64,macro_1,0.43589397886130704,0.8374319863325763,0.5993028609971749,0.9290625897829193,0.1768078425332954,0.09029923797067174,True,0.7142857142857143,0.6096944101200202,0.5223614448818482,0.08961214667789615,0.10029109005244376,0.43292784985665106,0.7395216501608483,0.5251951886529949,fallback,fallback,-0.05207050094387039,0.005157787150021487,-0.08930120979168782,-0.3036276712995412,True,adaptive_fallback,fixed_fallback,0.7142857142857143,0.6190476190476191,0.1857142857142857,0.2476190476190476
65,macro_3,0.5180062612799263,0.7449437460134974,0.8324978609889,0.41659528285019853,0.08567212393583856,0.41395785819399633,True,0.7619047619047619,0.610073679319157,0.5180809352495758,0.08744272448195241,0.10144838882197711,0.4360460805635425,0.739206002774707,0.524972464495505,watch,fallback,0.024608294862673075,0.004606700876942505,-0.006966203215578726,-0.22119974149478072,True,adaptive_fallback,macro_3,0.7619047619047619,0.6190476190476191,0.5047619047619047,0.2476190476190476
66,macro_1,0.45201773012921015,0.6844200746834441,0.8164498273173995,0.0843613144157086,0.11478398252191303,0.6472707065829045,True,0.7619047619047619,0.605433573455654,0.5169388871164925,0.08817335648032316,0.10406463801356838,0.4433924239624253,0.7383697102278112,0.5243480580487091,fallback,fallback,-0.002567279998448946,0.002796195441916183,-0.07233032791949895,-0.286351980098601,True,adaptive_fallback,fixed_fallback,0.7619047619047619,0.5714285714285714,0.25476190476190474,0.2785714285714286
67,macro_2,0.6236123404636589,0.3318950472354369,0.9755617036458495,0.6842807311048172,0.07785644123479309,0.5534951565362486,True,0.7619047619047619,0.6111272186300964,0.5183633166453093,0.08970375365850025,0.09965250751797868,0.4415467705247701,0.7389444309647868,0.5247573870562647,watch,watch,-8.759023094040419e-05,0.003639594925899381,0.09885495340739414,-0.11533209050112792,False,macro_2,macro_2,0.7619047619047619,0.5714285714285714,0.5047619047619047,0.6285714285714286
68,macro_3,0.5893714711729603,0.714059360774795,0.7732996854899935,0.6250478105927602,0.0025281041404384003,0.3881242956436887,True,0.7619047619047619,0.628769380821649,0.5200667733012995,0.09073999788912895,0.09790952313083164,0.43751615707246266,0.741009416735348,0.5262162680528574,watch,watch,0.0004821030062308829,0.007279109613500157,0.06315520312010292,-0.15163794556238774,False,macro_3,macro_3,0.7619047619047619,0.5714285714285714,0.5047619047619047,0.6285714285714286
69,macro_2,0.45155797737365133,0.9574129845731226,0.7303770500293225,0.4797673689609099,0.12653884002317112,0.5550967690261991,True,0.7619047619047619,0.6449470733412379,0.5126783640559045,0.08964212126722582,0.10140997140180451,0.4387476908338956,0.7426508600528984,0.5273599386032864,fallback,fallback,0.003132799702468858,0.007050532644243534,-0.07580196122963512,-0.29109288267924704,True,adaptive_fallback,fixed_fallback,0.7619047619047619,0.5714285714285714,0.25476190476190474,0.2785714285714286
70,macro_2,0.573690167875867,0.7976930736637471,0.4853335443282859,0.5925974043268875,0.049149985397917845,0.5156608350209259,False,0.7142857142857143,0.6391289200867188,0.5180879341555,0.08973752984947878,0.09902437064302887,0.43962725324103297,0.7418631763759292,0.5268092405298034,watch,watch,0.011136781319188138,0.005811048153512366,0.04688092734606364,-0.16817300850006223,True,macro_2,macro_2,0.7619047619047619,0.5714285714285714,0.5047619047619047,0.47857142857142854
71,macro_1,0.48961393592178426,0.5661698629375603,0.6758519487653506,0.45675575274437913,0.14996893509829387,0.2937952769505456,True,0.7142857142857143,0.643747887688344,0.5237085427681939,0.08358815749197855,0.0964477453387522,0.42817949749021367,0.7425943462893007,0.5274088999769202,fallback,fallback,0.007519241158514822,0.00766286284653801,-0.03779496405513594,-0.2529804103675164,True,adaptive_fallback,fixed_fallback,0.8095238095238095,0.6190476190476191,0.2238095238095238,0.2476190476190476
72,macro_4,0.5220891764475803,0.7507539381301158,1.0,0.8328053022149056,0.06196019243659963,0.27042991638979225,True,0.7142857142857143,0.6502079868540732,0.5286857982282487,0.0799862245137699,0.09449603982705095,0.41727879477296337,0.7437071554542949,0.528256984212178,watch,fallback,-0.020304632803215705,0.007816153644795354,-0.006167807764597688,-0.22161797900671454,True,adaptive_fallback,macro_4,0.8571428571428571,0.6190476190476191,0.44285714285714284,0.2476190476190476
73,macro_1,0.5371076329528719,0.6215011665838694,0.2620865444651734,0.6029308176212655,0.030255092012437187,0.2868260766478188,True,0.7142857142857143,0.6441403561977208,0.5319304390404316,0.07881618248020726,0.08547113094515543,0.40517420473419186,0.7434336616961625,0.5281390270116056,watch,watch,-0.01045276764401768,0.0030741950752143587,0.00896860594126625,-0.20632602874329065,True,macro_1,macro_1,0.9047619047619048,0.6666666666666666,0.4119047619047619,0.41666666666666663
74,macro_3,0.46795513323790483,0.6630902925879655,0.49499597587072336,0.5724368768939233,0.1213996047347963,0.5467599295124431,True,0.7619047619047619,0.6526740084358835,0.526169199841671,0.07886234870113074,0.08526097295482864,0.4106439181544108,0.7438405336646157,0.5284021018544968,fallback,fallback,0.0032794311728506997,0.001545387018929123,-0.060446968616591934,-0.27588540042671084,True,adaptive_fallback,fixed_fallback,0.9047619047619048,0.6666666666666666,0.16190476190476188,0.21666666666666665
75,macro_0,0.576750801113311,0.8221665302353706,0.7112022115593402,0.07972506232206389,0.0615450812999016,0.571867989717541,True,0.7619047619047619,0.6520984008294839,0.5294656183977553,0.07948840698026238,0.08430541272874353,0.40576964639214014,0.7441656656937227,0.5286473461326983,watch,watch,0.0006121266474887977,0.00259389614855301,0.04810345498061275,-0.16741486458041166,True,macro_0,macro_0,0.9047619047619048,0.6666666666666666,0.4119047619047619,0.41666666666666663
76,macro_2,0.5806310637613107,0.7024963471755078,1.0,0.6863122913802986,0.009597976197903146,0.5373246636898967,True,0.7619047619047619,0.6608812475896992,0.5339656068884089,0.07958735112494783,0.07633326351591016,0.4119959180757461,0.7440754352138607,0.5285746303436181,watch,watch,0.018203425567905284,0.0034266719802710454,0.052056433417692616,-0.16344437145254997,False,macro_2,macro_2,0.9047619047619048,0.7142857142857143,0.4119047619047619,0.5357142857142857
77,macro_3,0.5768524821402213,0.6378906244622129,0.41027219695504524,0.2634642294182936,0.16916694593533113,0.4119146065127006,True,0.8095238095238095,0.6598023833654806,0.5371378656072765,0.07992113179316357,0.08156233137397777,0.4140492656065433,0.7441437275139163,0.5286017607438083,watch,watch,0.010952661138528197,0.0019188793022814731,0.048250721396413065,-0.167291245373695,True,macro_3,macro_3,0.9047619047619048,0.7619047619047619,0.3119047619047619,0.3547619047619047
78,macro_1,0.65151036778057,0.7121878336408631,0.5531666970026681,0.8054909438294366,0.12041817283231304,0.8205097020724547,True,0.8095238095238095,0.6668481145295789,0.5371634423910818,0.0799594602616157,0.08554410883766163,0.4439822087345383,0.7426956381053837,0.5274601728595855,watch,watch,0.02288054696553963,0.004541551666371624,0.12405019492098457,-0.09118527032481372,False,macro_1,macro_1,0.9047619047619048,0.7619047619047619,0.4119047619047619,0.5047619047619047
79,macro_1,0.5001084743223969,0.42495278007520654,0.6865754817350264,0.6144968405486381,0.12019524990397078,0.4229862767560117,False,0.7619047619047619,0.668266819465837,0.5387545544411131,0.07881130239220134,0.08621501103322682,0.44868865785052836,0.7424093941719111,0.527246523452516,watch,fallback,0.006430668216898416,0.0031185622059906938,-0.02713804913011908,-0.24230091984951418,True,adaptive_fallback,macro_1,0.8571428571428571,0.7619047619047619,0.44285714285714284,0.15476190476190474
80,macro_0,0.36688547002047867,0.3828121793720468,1.0,0.12056746265758189,0.10409984219169247,0.5544730636158253,True,0.8095238095238095,0.6602894860095464,0.523070696652533,0.07867466264078006,0.09117214637568838,0.4515176423102028,0.7416718390099422,0.5267098244691226,fallback,fallback,-0.04197306621856647,0.0016382170360125015,-0.15982435444864396,-0.3747863689894635,True,adaptive_fallback,fixed_fallback,0.8571428571428571,0.7142857142857143,0.19285714285714284,0.1857142857142857
81,macro_0,0.476202079410432,0.7359747628831805,0.46338203493653923,0.5394783288370948,0.0607054326922508,0.49614781198945623,False,0.8095238095238095,0.6579987187615067,0.5269391391498602,0.07391391351568036,0.09320994366275663,0.45457526690477995,0.740939560224788,0.5262094877213129,fallback,fallback,-0.02088579687017573,-0.000576505765638502,-0.05000740831088091,-0.264737480814356,True,adaptive_fallback,fixed_fallback,0.8095238095238095,0.6666666666666666,0.2238095238095238,0.21666666666666665
82,macro_1,0.5520810578201185,0.4789391480979842,0.620105456675127,0.32704579499947317,0.0,0.6591279645923376,True,0.8095238095238095,0.6497469468885056,0.5310928023736061,0.07269132983744757,0.09111388420949715,0.45836254641082746,0.7395878304155499,0.5252596553577981,watch,watch,-0.004954284864020564,-0.0020110872953949866,0.026821402462320454,-0.18750677259543136,False,macro_1,macro_1,0.8571428571428571,0.7142857142857143,0.44285714285714284,0.5357142857142857
83,macro_0,0.5324184285153964,0.7537000116552967,0.8186896735820617,0.7597842102435693,0.0605500651329943,0.1428871989215546,True,0.8095238095238095,0.6549464903990776,0.526729380321084,0.06951310044032488,0.08917731644360306,0.45353037958112874,0.7401239056952595,0.5256771792328281,watch,watch,-0.023818387853034716,-0.0023803248261002664,0.006741249282568362,-0.2077054771798631,True,macro_0,macro_0,0.8571428571428571,0.7142857142857143,0.44285714285714284,0.3857142857142857
84,macro_3,0.5936556845897578,0.1813462575358249,0.500439839671529,0.732909097906302,0.06866071680772368,0.5603122049146535,True,0.8571428571428571,0.6478386538274564,0.5270481769138436,0.06981782576002026,0.08437431557445596,0.46377464482179365,0.738329778792271,0.5243880909895936,watch,watch,0.01870944205347218,-0.004085633127676114,0.06926759360016421,-0.1446740942025132,False,macro_3,macro_3,0.9047619047619048,0.7619047619047619,0.4119047619047619,0.5047619047619047
85,macro_4,0.618705957719759,0.9059051740943893,0.740736813729991,0.8831063725198138,0.127399979215314,0.4254303489948815,True,0.8571428571428571,0.6502795447308923,0.5357535092404365,0.06927885601233257,0.08202156017836162,0.47973326915627984,0.7371128950322751,0.5234803771895368,watch,watch,0.050364097539856066,-0.0020019882557308134,0.09522558053022223,-0.11840693731251606,False,macro_4,macro_4,0.9047619047619048,0.7619047619047619,0.4119047619047619,0.5047619047619047
86,macro_0,0.5170651112741677,0.5963989428546123,0.7471582008844554,0.43040705133177815,0.009747774780177729,0.44478635725172994,True,0.8571428571428571,0.6465985973894984,0.5357086925734956,0.06929121410276977,0.07840611498047301,0.4812012929209337,0.736411420332325,0.5229906295463662,watch,fallback,0.008172606372747127,-0.0022800242744016597,-0.00592551827219856,-0.21934630905815733,True,adaptive_fallback,macro_0,0.9047619047619048,0.8095238095238095,0.4119047619047619,0.12380952380952379
87,macro_3,0.5178592846509409,1.0,0.5774505478139204,0.7433163407203892,0.1310466707557602,0.2629992729348155,True,0.8571428571428571,0.657609116762209,0.5388440046935781,0.06675830936338766,0.0791805287058943,0.46290265322340585,0.7388201958897731,0.5247636155963555,watch,fallback,-0.006844354633835525,0.0015724339747406723,-0.0069043309454146495,-0.2209609112388322,True,adaptive_fallback,macro_3,0.9047619047619048,0.8095238095238095,0.4119047619047619,0.12380952380952379
88,macro_2,0.4213851711317209,0.02974048473057389,0.7344081631021697,0.2805024694429331,0.10091556858267033,0.3233061970804555,True,0.8571428571428571,0.6441760322120502,0.5292141394872953,0.06848245170550035,0.08027858238912655,0.4519412742017013,0.7385576123648564,0.5246111116835814,fallback,fallback,-0.022206651476735107,-0.002154091637405475,-0.10322594055186052,-0.3171724412331355,True,adaptive_fallback,fixed_fallback,0.9047619047619048,0.7619047619047619,0.16190476190476188,0.15476190476190474
89,macro_2,0.6436405072540536,0.21911945045377113,1.0,0.7012014210417514,0.19878325913037567,0.6915976306872873,False,0.8095238095238095,0.6335921044554473,0.5317983793006806,0.07180918071980881,0.08962406596007594,0.4663923853942537,0.7371699980291936,0.5235433258626195,watch,watch,0.009996964532859165,-0.0028493098744018174,0.1200971813914341,-0.09352949077513995,False,macro_2,macro_2,0.9047619047619048,0.7619047619047619,0.3119047619047619,0.5047619047619047
90,macro_4,0.5009669767183381,0.9551960483208997,0.6855757611518428,0.56315318508762,0.04954939970215284,0.6266340157558734,True,0.8095238095238095,0.634009216708372,0.5341511887932848,0.06983085708843485,0.08595790213526555,0.4697989209528095,0.7365609506898032,0.52312256885225,watch,fallback,-0.023547796200284177,-0.003254065604504075,-0.022155592133911828,-0.2355939739714651,True,adaptive_fallback,macro_4,0.9047619047619048,0.7619047619047619,0.4119047619047619,0.15476190476190474
91,macro_2,0.4108361544829182,0.6579222976723701,0.5645245069076384,0.678597538269271,0.0997717672623402,0.19020249983566817,True,0.8571428571428571,0.6380753816480808,0.5263962357745731,0.07413073371801043,0.08836846317642852,0.4543009049916068,0.738696032253506,0.5246484976288268,fallback,fallback,-0.021245791358249888,-0.0017046431482835357,-0.1138123431459086,-0.3278598777705878,True,adaptive_fallback,fixed_fallback,0.9047619047619048,0.7142857142857143,0.16190476190476188,0.1857142857142857
92,macro_0,0.4074188730038928,0.6931464849390163,0.49427829428194886,0.6171082368017555,0.11577880579721425,0.5082086948684253,True,0.8571428571428571,0.6402413509906558,0.5224821851594353,0.07822668127443537,0.08674036178113902,0.4645110677496011,0.7383258058879205,0.5243271790393372,fallback,fallback,-0.02208808232940962,-0.003473553154310638,-0.11690830603544444,-0.3309069328840277,True,adaptive_fallback,fixed_fallback,0.8571428571428571,0.6666666666666666,0.19285714285714284,0.21666666666666665
93,macro_4,0.4843757645708594,0.6504413633762496,0.7097531029896521,0.8723904699562949,0.13902037161255,0.3691253695611166,True,0.8571428571428571,0.6353465670754754,0.520686308403401,0.07866781090722165,0.09040989412285094,0.4692108512339499,0.7377158071287803,0.5238713949315215,fallback,fallback,0.012598118687827698,-0.0017658930273149575,-0.03949563036066206,-0.25334004255792086,True,adaptive_fallback,fixed_fallback,0.8095238095238095,0.6666666666666666,0.2238095238095238,0.21666666666666665
94,macro_4,0.701093913120208,0.6590442979196974,0.8875592139000499,0.5341607333082783,0.18686606207968734,0.6649484983198432,False,0.8095238095238095,0.6379271813047518,0.5284951788875598,0.08796851305307443,0.09786755936414858,0.4872166808373796,0.7377249182695796,0.5237350298683094,accepted,watch,0.011490681173230866,0.0008670153698608907,0.17735888325189852,-0.036631005149371676,False,macro_4,macro_4,0.8095238095238095,0.6666666666666666,0.3738095238095238,0.5666666666666667
95,macro_1,0.6149800897131369,0.7492386533396781,0.6918234954881058,0.5741745971467234,0.13154137470408794,0.546936279514542,True,0.8095238095238095,0.6419319743651438,0.5354963672911424,0.08875651498011641,0.09835050079125769,0.4872250784565272,0.738216742405877,0.5240735792788247,watch,watch,0.022802622598959755,0.0015845515313543724,0.0909065104343122,-0.12323665269274009,False,macro_1,macro_1,0.8095238095238095,0.6666666666666666,0.4738095238095238,0.5666666666666667
96,macro_2,0.34365535401377323,0.38032727126001775,0.7280215574858985,0.9657708634921912,0.0038051140107660253,0.606313377159218,True,0.8095238095238095,0.6442643830881929,0.5243965840959263,0.097485413310663,0.09560097853939409,0.4888653350013689,0.7388521032859264,0.5244648965232004,fallback,fallback,-0.013436160093828997,0.0012378002880224282,-0.18080954250942716,-0.3951967492721532,True,adaptive_fallback,fixed_fallback,0.8095238095238095,0.6666666666666666,0.2238095238095238,0.21666666666666665
97,macro_3,0.5164024115003613,0.5812251012236684,1.0,0.6021266424904079,0.21176913619302395,0.45058134705348774,True,0.8095238095238095,0.6409522444880401,0.5213380768454049,0.09663675865338085,0.10522817663439983,0.48473470087582565,0.7393610796690723,0.5248235400596584,watch,fallback,0.021796707699293694,0.00014217869947685813,-0.008421128559297109,-0.22295866816871102,True,adaptive_fallback,macro_3,0.8095238095238095,0.6190476190476191,0.3738095238095238,0.2476190476190476
98,macro_0,0.5590355596567687,0.931283173396043,0.4922741672497132,0.48751270247944467,0.0,0.4704055334452264,True,0.8095238095238095,0.6501841316505395,0.5204896519652403,0.09620223416204757,0.09717260778033644,0.4875199831107079,0.7395433497159812,0.5249587062482111,watch,watch,0.014931959017181851,0.0029675129150128045,0.034076853408557595,-0.18050779005921258,True,macro_0,macro_0,0.8095238095238095,0.6190476190476191,0.4738095238095238,0.4476190476190476
99,macro_0,0.5989213057225655,0.6643395259906998,0.42301137558200697,0.3958622124494595,0.14302815919270387,0.33807729793248753,False,0.7619047619047619,0.6380848299238622,0.5179854109148593,0.09326060202618508,0.09824927379749793,0.46454701148499505,0.7400005266635312,0.5253861184587799,watch,watch,-0.02043452147952849,3.152972382207686e-05,0.0735351872637856,-0.1410792209409657,True,macro_0,macro_0,0.7619047619047619,0.5714285714285714,0.5047619047619047,0.47857142857142854
100,macro_0,0.6650770223205368,0.0,0.0,0.0,0.1891201695149305,0.9837898157779006,False,0.7619047619047619,0.6145015350381002,0.5258410560576279,0.09848127251333784,0.10153141282659126,0.4912519419146089,0.7361203847213037,0.522525311076521,watch,watch,0.010019386521479979,-0.0054860878654087175,0.14255171124401578,-0.07104336240076692,False,macro_0,macro_0,0.7619047619047619,0.5238095238095238,0.40476190476190477,0.6595238095238095
101,macro_0,0.7082647555532996,0.0,0.0,0.0,0.05302637934610234,0.9322913962445761,False,0.7142857142857143,0.5891078808755661,0.5420972125115716,0.09910429694176805,0.09909934316727742,0.5092432910874065,0.7320456291459421,0.5196021427698247,accepted,watch,0.07292188030790528,-0.011031300442525361,0.18866261278347485,-0.02378087359264247,False,macro_0,macro_0,0.7142857142857143,0.5238095238095238,0.5357142857142857,0.6595238095238095
102,macro_0,0.6973532745056352,0.0,0.0,0.0,0.096461972769908,0.9888812198488528,False,0.7142857142857143,0.5631505001090575,0.5526282218018195,0.10340855002750819,0.10080203555192775,0.5327067866997588,0.7280193132102413,0.516660636729101,watch,watch,0.036190172601054796,-0.015560348875796515,0.18069263777653422,-0.030666038704606047,False,macro_0,macro_0,0.7142857142857143,0.5238095238095238,0.5357142857142857,0.6595238095238095
103,macro_0,0.6956574828885939,0.0,0.0,0.0,0.09466129931886302,0.8735724802037272,False,0.6666666666666666,0.5379903347682079,0.5594651944241278,0.10801435238592996,0.10530971647187364,0.5429184303003011,0.7253252902319834,0.514697323893928,watch,watch,0.02732438464636504,-0.022438759376466312,0.1809601589946659,-0.029667807343389585,False,macro_0,macro_0,0.6666666666666666,0.47619047619047616,0.5666666666666667,0.6904761904761905
104,macro_0,0.6629101783142278,0.0,0.0,0.0,0.02374055420013098,0.9802708890242133,False,0.6190476190476191,0.5000808835482781,0.5656790872716912,0.11011368711976668,0.10355688261792775,0.5827938441147135,0.7184070887523077,0.5096859908622021,watch,watch,0.012797774518332462,-0.027600789275116822,0.1532241874520257,-0.055496910438079916,False,macro_0,macro_0,0.6190476190476191,0.42857142857142855,0.5976190476190476,0.7214285714285714
105,macro_0,0.656851103267738,0.0,0.0,0.0,0.12501474599329446,0.9513975663841431,False,0.5714285714285714,0.4771820389097644,0.5686883929230235,0.11176760577083988,0.10624040781724065,0.6014169565656415,0.7149206802964269,0.5071557219309766,watch,watch,-0.0016451838105597584,-0.027463899225667165,0.1496953813367614,-0.05806957702868887,False,macro_0,macro_0,0.5714285714285714,0.38095238095238093,0.6285714285714286,0.7523809523809524
106,macro_0,0.6859312140745175,0.0,0.0,0.0,0.03444020998499624,1.0,False,0.5238095238095238,0.4358333309954687,0.5718895956065835,0.11420789697898244,0.10181375213960646,0.6287774161373137,0.7085265966952567,0.5025646331359773,watch,watch,-0.0044667082957564165,-0.030654909976019475,0.1833665809385402,-0.022595382620739235,False,macro_0,macro_0,0.5238095238095238,0.3333333333333333,0.6595238095238095,0.7833333333333333
107,macro_0,0.7515858928862316,0.0,0.0,0.0,0.12188955795546422,0.9527120919167081,False,0.47619047619047616,0.4056928124147115,0.5830572518738247,0.11990305716377073,0.10715383705271535,0.6529643558832652,0.7043536075670745,0.49950194185633107,accepted,accepted,0.010846523676119268,-0.031491537538869206,0.2520839510299005,0.04723228531915702,False,macro_0,macro_0,0.47619047619047616,0.2857142857142857,0.6904761904761905,0.8142857142857143
108,macro_0,0.796299271134307,0.0,0.0,0.0,0.1410308140340337,0.9509165638950061,False,0.42857142857142855,0.36615987326549354,0.5963162988492231,0.1274881165701433,0.10762927244691885,0.6857223221194646,0.6984150072294187,0.4951674285278006,accepted,accepted,0.020128357649142625,-0.03436609230054287,0.3011318426065064,0.09788426390488825,False,macro_0,macro_0,0.42857142857142855,0.2857142857142857,0.7214285714285714,0.8142857142857143
109,macro_0,0.6615097126051422,0.0,0.0,0.0,0.1743969231534132,0.9509542968613041,False,0.38095238095238093,0.3487492136450885,0.6077508008241479,0.12164866923665393,0.11112838456933517,0.7156103268709337,0.6940256918279265,0.49200339418750616,watch,watch,-0.0002800931418171171,-0.030266333980637918,0.16950631841763608,-0.032515979222784264,False,macro_0,macro_0,0.38095238095238093,0.2857142857142857,0.6523809523809524,0.8142857142857143
110,macro_0,0.6272826453005514,0.0,0.0,0.0,0.1925049087520609,0.9388205545728101,False,0.38095238095238093,0.32432311195737673,0.6069718550168383,0.12145959298754812,0.11082941550370115,0.7273828470559585,0.6906082158004868,0.4895658032831843,watch,watch,-0.005913691593437309,-0.030571785390477536,0.13771684201736717,-0.06332557049993537,False,macro_0,macro_0,0.3333333333333333,0.23809523809523808,0.6833333333333333,0.8452380952380952
111,macro_0,0.6629219736388983,0.0,0.0,0.0,0.12894234780018712,0.9375334634412869,False,0.3333333333333333,0.28650117596269936,0.6146839977273411,0.11951841198656996,0.11461003207979802,0.7421875826600258,0.6857131858671813,0.48608414924030785,watch,watch,-0.00460184808712385,-0.029866431006553874,0.17683782439859042,-0.022791212228283064,False,macro_0,macro_0,0.2857142857142857,0.19047619047619047,0.8142857142857143,0.8761904761904762
112,macro_0,0.6382428453020119,0.0,0.0,0.0,0.13340648659175258,0.9781390798556479,False,0.2857142857142857,0.2544083459454053,0.6255128877663456,0.11005260790423353,0.11621168538119862,0.7797083721847868,0.6788410745749681,0.4811771796955508,watch,watch,-0.022668609516843928,-0.03025689329386124,0.15706566560646112,-0.0405982292729562,False,macro_0,macro_0,0.23809523809523808,0.19047619047619047,0.8452380952380952,0.8761904761904762
113,macro_0,0.6591470049394464,0.0,0.0,0.0,0.08511894245537163,0.962220131999719,False,0.23809523809523808,0.2232128589574752,0.6374999416680386,0.09817848695289215,0.11475169188872991,0.8013279644291341,0.6729544292109719,0.47704421428446886,watch,watch,-0.027430453238972106,-0.02858940286160367,0.1821027906549776,-0.013807424271525481,False,macro_0,macro_0,0.23809523809523808,0.19047619047619047,0.8452380952380952,0.8761904761904762
114,macro_0,0.6998391091159675,0.0,0.0,0.0,0.09575610069335534,0.9632805759219076,False,0.19047619047619047,0.18722655235809488,0.6477601009320914,0.09246858276274127,0.1126914885116254,0.8296210694939338,0.6665119456080116,0.47245968317403275,watch,accepted,0.007665879302165046,-0.032304532257398724,0.22737942594193472,0.03332716350795584,False,macro_0,macro_0,0.23809523809523808,0.19047619047619047,0.8452380952380952,0.8761904761904762
115,macro_0,0.6342874234049245,0.0,0.0,0.0,0.16042792319591753,0.9624677501664829,False,0.19047619047619047,0.15774809016904906,0.6445788395170778,0.0916878575854591,0.11143252951716016,0.8437886529152022,0.662292697161555,0.46945674119688063,watch,watch,0.001400955620874611,-0.03331500435766553,0.16483068220804387,-0.028005273756630533,False,macro_0,macro_0,0.19047619047619047,0.14285714285714285,0.7761904761904762,0.9071428571428571
116,macro_0,0.7104483355120916,0.0,0.0,0.0,0.15334230002249086,0.9262314224276645,False,0.14285714285714285,0.12364356709787869,0.6491249464598853,0.092509988711994,0.1124706688180365,0.8618503263872558,0.657565369824849,0.46606835630193744,accepted,accepted,0.009505272374638673,-0.032571521772964136,0.2443799792101542,0.0528829656872426,False,macro_0,macro_0,0.14285714285714285,0.09523809523809523,0.8071428571428572,0.9380952380952381
117,macro_0,0.7195777139736708,0.0,0.0,0.0,0.1324355511623497,1.0,False,0.09523809523809523,0.09147313787175823,0.6670260112198804,0.06167838773048897,0.11859592773001666,0.880597308427293,0.6507495557952324,0.46139503764111056,accepted,accepted,0.01626697373433177,-0.03258704161472941,0.2581826763325602,0.06882815817843835,False,macro_0,macro_0,0.09523809523809523,0.047619047619047616,0.9380952380952381,0.969047619047619
118,macro_0,0.7558218012375039,0.0,0.0,0.0,0.09953712372062588,0.9142183000625167,False,0.047619047619047616,0.056567342580707294,0.6784269345406967,0.054107343165751914,0.113251546183712,0.90267525857058,0.6445663937967072,0.45703462747205087,accepted,accepted,0.019334959259611484,-0.03332910327535358,0.298787173765453,0.11125540744079665,False,macro_0,macro_0,0.047619047619047616,0.047619047619047616,0.969047619047619,0.969047619047619
119,macro_0,0.7709637415843984,0.0,0.0,0.0,0.17067918736503215,0.9872717144986043,False,0.0,0.02240258130495936,0.6885187527277267,0.05035976135248061,0.12137912653442783,0.927287933858836,0.6393687519220531,0.45330405778881805,accepted,accepted,0.014224926493686185,-0.032964794210627105,0.31765968379558035,0.13159498966234529,False,macro_0,macro_0,0.0,0.0,0.9,1.0
