window_id,new_dominant_prototype,updated_policy,new_residual,new_drift_score,parent_route,child_route,hierarchical_route,parent_changed,child_changed,policy_changed,parent_switch_rate,child_switch_rate,policy_switch_rate,hierarchical_stability_score
135,learned_drift_prototype,prototype_recovery,0.29967929060782356,0.10517145232326458,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
136,learned_drift_prototype,prototype_recovery,0.25399274895155227,0.08512880883498615,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
137,learned_drift_prototype,prototype_recovery,0.30937503607569117,0.06108481884425671,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
138,learned_drift_prototype,prototype_recovery,0.29694102054505966,0.11046744712474202,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
139,learned_drift_prototype,prototype_recovery,0.32027482560803916,0.15754344943656298,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
140,learned_drift_prototype,prototype_recovery,0.35923876945880806,0.15653873455693224,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
141,learned_drift_prototype,prototype_recovery,0.15567758466080556,0.11665234135508995,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
142,learned_drift_prototype,prototype_recovery,0.17967956844431104,0.09408600788168626,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
143,learned_drift_prototype,prototype_recovery,0.3406737059966033,0.15187669054488478,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
144,learned_drift_prototype,prototype_recovery,0.20806417428527524,0.06931413167798005,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
145,learned_drift_prototype,prototype_recovery,0.25196692557257566,0.0591719925309436,parent_0,learned_drift_prototype,parent_0 / learned_drift_prototype / prototype_recovery,False,False,False,0.0,0.0,0.0,1.0
146,low_entropy_repeating,coherent_local,0.2687205682930746,0.1777656018053348,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.9333333333333333
147,low_entropy_repeating,coherent_local,0.28652568833346637,0.005435524570094996,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,False,False,False,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.9333333333333333
148,zipfian_smallints,hybrid,0.2543220143939547,0.14069451426863466,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,True,True,True,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.8666666666666667
149,uniform_32bit,simd,0.34697258089907246,0.016838086159762844,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,False,True,True,0.13333333333333333,0.2,0.2,0.8333333333333333
150,low_entropy_repeating,coherent_local,0.28545437936760126,0.04092028002730287,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.2,0.26666666666666666,0.26666666666666666,0.7666666666666667
151,clustered_ranges,guarded_fallback,0.33855694288321053,0.1384178306350329,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,True,True,True,0.26666666666666666,0.3333333333333333,0.3333333333333333,0.7000000000000001
152,zipfian_smallints,hybrid,0.21574338030869233,0.16068818449831052,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,False,True,True,0.26666666666666666,0.4,0.4,0.6666666666666667
153,uniform_32bit,simd,0.3141082933593423,0.1316439010068584,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,False,True,True,0.26666666666666666,0.4666666666666667,0.4666666666666667,0.6333333333333333
154,clustered_ranges,guarded_fallback,0.26622059435690354,0.0768327367630309,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,False,True,True,0.26666666666666666,0.5333333333333333,0.5333333333333333,0.6
155,zipfian_smallints,hybrid,0.24114827918557882,0.11237387337738206,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,False,True,True,0.26666666666666666,0.6,0.6,0.5666666666666668
156,clustered_ranges,guarded_fallback,0.3099894548146177,0.06707319590107952,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,False,True,True,0.26666666666666666,0.6666666666666666,0.6666666666666666,0.5333333333333334
157,low_entropy_repeating,coherent_local,0.24249945818082536,0.19407277738294865,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.3333333333333333,0.7333333333333333,0.7333333333333333,0.46666666666666673
158,low_entropy_repeating,coherent_local,0.20066499896258078,0.13011530959155967,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,False,False,False,0.3333333333333333,0.7333333333333333,0.7333333333333333,0.46666666666666673
159,uniform_32bit,simd,0.3006631114291192,0.12057130277803296,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,True,True,True,0.4,0.8,0.8,0.4
160,zipfian_smallints,hybrid,0.3014076389539916,0.1620910033445031,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,False,True,True,0.4,0.8666666666666667,0.8666666666666667,0.3666666666666667
161,clustered_ranges,guarded_fallback,0.2832469900794456,0.23638265501730427,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,False,True,True,0.3333333333333333,0.8666666666666667,0.8666666666666667,0.4
162,clustered_ranges,guarded_fallback,0.12978866247600918,0.20021271807585705,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,False,False,False,0.3333333333333333,0.8666666666666667,0.8666666666666667,0.4
163,zipfian_smallints,hybrid,0.22253803414259046,0.12539402221715165,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,False,True,True,0.26666666666666666,0.8666666666666667,0.8666666666666667,0.43333333333333335
164,low_entropy_repeating,coherent_local,0.15386442753646448,0.057417639294693026,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.3333333333333333,0.8666666666666667,0.8666666666666667,0.4
165,uniform_32bit,simd,0.15392332377286877,0.0802931854987288,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,True,True,True,0.3333333333333333,0.8666666666666667,0.8666666666666667,0.4
166,low_entropy_repeating,coherent_local,0.2814512705687663,0.1338137089664277,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.3333333333333333,0.8666666666666667,0.8666666666666667,0.4
167,sequential_ids,hybrid,0.16523404696645802,0.004494828168367784,parent_1,sequential_ids,parent_1 / sequential_ids / hybrid,True,True,True,0.4,0.8666666666666667,0.8666666666666667,0.3666666666666667
168,low_entropy_repeating,coherent_local,0.22169343798169985,0.14296928858583058,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.4666666666666667,0.8666666666666667,0.8666666666666667,0.33333333333333326
169,clustered_ranges,guarded_fallback,0.2921172175732762,0.12691207160293408,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,True,True,True,0.5333333333333333,0.8666666666666667,0.8666666666666667,0.30000000000000004
170,zipfian_smallints,hybrid,0.2637526824469041,0.14650323528007334,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,False,True,True,0.5333333333333333,0.8666666666666667,0.8666666666666667,0.30000000000000004
171,low_entropy_repeating,coherent_local,0.20771960422780705,0.11101942930842706,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.6,0.8666666666666667,0.8666666666666667,0.2666666666666666
172,clustered_ranges,guarded_fallback,0.2992317085250451,0.10031294138877139,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,True,True,True,0.6,0.8666666666666667,0.8666666666666667,0.2666666666666666
173,zipfian_smallints,hybrid,0.28127003534392675,0.10670806040423104,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,False,True,True,0.6,0.9333333333333333,0.9333333333333333,0.2333333333333333
174,low_entropy_repeating,coherent_local,0.2997711425214444,0.02034698144729219,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.6,0.9333333333333333,0.9333333333333333,0.2333333333333333
175,low_entropy_repeating,coherent_local,0.17221166031551433,0.04589073012785895,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,False,False,False,0.6,0.8666666666666667,0.8666666666666667,0.2666666666666666
176,sequential_ids,hybrid,0.2093041335906894,0.15747169498638702,parent_1,sequential_ids,parent_1 / sequential_ids / hybrid,True,True,True,0.6666666666666666,0.8666666666666667,0.8666666666666667,0.2333333333333334
177,clustered_ranges,guarded_fallback,0.23290695601704553,0.1298895040970926,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,True,True,True,0.7333333333333333,0.9333333333333333,0.9333333333333333,0.16666666666666666
178,clustered_ranges,guarded_fallback,0.3296611679360615,0.11654310326369302,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,False,False,False,0.7333333333333333,0.8666666666666667,0.8666666666666667,0.19999999999999996
179,zipfian_smallints,hybrid,0.33121515337416385,0.12460633292170546,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,False,True,True,0.6666666666666666,0.8666666666666667,0.8666666666666667,0.2333333333333334
180,low_entropy_repeating,coherent_local,0.21433597886807587,0.04597317437174918,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.6666666666666666,0.8666666666666667,0.8666666666666667,0.2333333333333334
181,clustered_ranges,guarded_fallback,0.19671196877598085,0.10209916559627853,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,True,True,True,0.6666666666666666,0.8666666666666667,0.8666666666666667,0.2333333333333334
182,low_entropy_repeating,coherent_local,0.35324618986995904,0.050890924231147994,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.6666666666666666,0.8666666666666667,0.8666666666666667,0.2333333333333334
183,zipfian_smallints,hybrid,0.27356964809559514,0.06797280304212328,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,True,True,True,0.6666666666666666,0.8666666666666667,0.8666666666666667,0.2333333333333334
184,low_entropy_repeating,coherent_local,0.2421348009587364,0.02845470870762347,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.6666666666666666,0.8666666666666667,0.8666666666666667,0.2333333333333334
185,low_entropy_repeating,coherent_local,0.30569781949410907,0.08974996435956345,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,False,False,False,0.6666666666666666,0.8,0.8,0.2666666666666667
186,zipfian_smallints,hybrid,0.1858148553226186,0.08728583616562222,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,True,True,True,0.6666666666666666,0.8,0.8,0.2666666666666667
187,low_entropy_repeating,coherent_local,0.275673426441695,0.11053778295317972,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.6666666666666666,0.8,0.8,0.2666666666666667
188,clustered_ranges,guarded_fallback,0.2717153112357306,0.18603308277640834,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,True,True,True,0.7333333333333333,0.8,0.8,0.23333333333333328
189,uniform_32bit,simd,0.22943283094813724,0.0461571091577134,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,False,True,True,0.6666666666666666,0.8,0.8,0.2666666666666667
190,uniform_32bit,simd,0.23011070967416472,0.17572962222886884,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,False,False,False,0.6666666666666666,0.8,0.8,0.2666666666666667
191,zipfian_smallints,hybrid,0.2730026267909482,0.11344312348983275,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,False,True,True,0.6,0.8,0.8,0.29999999999999993
192,zipfian_smallints,hybrid,0.36706075360757795,0.22384902645268767,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,False,False,False,0.5333333333333333,0.7333333333333333,0.7333333333333333,0.36666666666666675
193,uniform_32bit,simd,0.25416286810796673,0.12800952966585377,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,False,True,True,0.5333333333333333,0.8,0.8,0.33333333333333337
194,low_entropy_repeating,coherent_local,0.19926033803395918,0.13665351863091274,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.6,0.8,0.8,0.29999999999999993
195,sequential_ids,hybrid,0.24844822912276862,0.13569541057287768,parent_1,sequential_ids,parent_1 / sequential_ids / hybrid,True,True,True,0.6,0.8,0.8,0.29999999999999993
196,low_entropy_repeating,coherent_local,0.15462595040146188,0.016350828200435402,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.6,0.8,0.8,0.29999999999999993
197,uniform_32bit,simd,0.18295695322062355,0.09706623575303334,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,True,True,True,0.6,0.8,0.8,0.29999999999999993
198,sequential_ids,hybrid,0.366233869745771,0.1752996684953649,parent_1,sequential_ids,parent_1 / sequential_ids / hybrid,True,True,True,0.6,0.8,0.8,0.29999999999999993
199,uniform_32bit,simd,0.19227453301950237,0.13738542262254785,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,True,True,True,0.6,0.8,0.8,0.29999999999999993
200,uniform_32bit,simd,0.2329381697175943,0.1292662824707691,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,False,False,False,0.6,0.8,0.8,0.29999999999999993
201,zipfian_smallints,hybrid,0.2871502670185236,0.10303707580579922,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,False,True,True,0.5333333333333333,0.8,0.8,0.33333333333333337
202,sequential_ids,hybrid,0.18148370643145575,0.12031695311811341,parent_1,sequential_ids,parent_1 / sequential_ids / hybrid,True,True,False,0.5333333333333333,0.8,0.7333333333333333,0.34666666666666673
203,uniform_32bit,simd,0.4058604235957499,0.13115398713126375,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,True,True,True,0.5333333333333333,0.8,0.7333333333333333,0.34666666666666673
204,clustered_ranges,guarded_fallback,0.2554912106903925,0.14903885476648984,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,False,True,True,0.5333333333333333,0.8,0.7333333333333333,0.34666666666666673
205,zipfian_smallints,hybrid,0.24659300833643852,0.11147962094178977,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,False,True,True,0.5333333333333333,0.8666666666666667,0.8,0.31333333333333335
206,sequential_ids,hybrid,0.2758180815374532,0.07742314054071159,parent_1,sequential_ids,parent_1 / sequential_ids / hybrid,True,True,False,0.6,0.8666666666666667,0.7333333333333333,0.2933333333333333
207,zipfian_smallints,hybrid,0.28993511417880574,0.1742643502222955,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,True,True,False,0.6666666666666666,0.9333333333333333,0.7333333333333333,0.2400000000000001
208,clustered_ranges,guarded_fallback,0.2328250759866585,0.1426982789654348,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,False,True,True,0.6666666666666666,0.9333333333333333,0.7333333333333333,0.2400000000000001
209,low_entropy_repeating,coherent_local,0.23147961666721525,0.16677735627325746,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.6666666666666666,0.9333333333333333,0.7333333333333333,0.2400000000000001
210,low_entropy_repeating,coherent_local,0.22986355791288124,0.020459400243800108,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,False,False,False,0.6,0.8666666666666667,0.6666666666666666,0.30666666666666664
211,zipfian_smallints,hybrid,0.1602963501863677,0.18819311149069545,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,True,True,True,0.6,0.8666666666666667,0.6666666666666666,0.30666666666666664
212,zipfian_smallints,hybrid,0.2068311860029126,0.044874827197955144,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,False,False,False,0.5333333333333333,0.8,0.6,0.3733333333333334
213,low_entropy_repeating,coherent_local,0.07212826972950093,0.09282522460336827,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.5333333333333333,0.8,0.6,0.3733333333333334
214,low_entropy_repeating,coherent_local,0.2760930562878188,0.09202138569752552,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,False,False,False,0.4666666666666667,0.7333333333333333,0.5333333333333333,0.43999999999999995
215,clustered_ranges,guarded_fallback,0.27790481257001837,0.04195208235027785,parent_0,clustered_ranges,parent_0 / clustered_ranges / guarded_fallback,True,True,True,0.5333333333333333,0.8,0.6,0.3733333333333334
216,zipfian_smallints,hybrid,0.2559686483809443,0.11569496740894757,parent_0,zipfian_smallints,parent_0 / zipfian_smallints / hybrid,False,True,True,0.5333333333333333,0.8,0.6,0.3733333333333334
217,sequential_ids,hybrid,0.29744836730140484,0.1372322613118026,parent_1,sequential_ids,parent_1 / sequential_ids / hybrid,True,True,False,0.5333333333333333,0.8,0.6,0.3733333333333334
218,uniform_32bit,simd,0.20869766306615445,0.1648907704205274,parent_0,uniform_32bit,parent_0 / uniform_32bit / simd,True,True,True,0.5333333333333333,0.8,0.6,0.3733333333333334
219,low_entropy_repeating,coherent_local,0.3477362168574395,0.07149252401742937,parent_2,low_entropy_repeating,parent_2 / low_entropy_repeating / coherent_local,True,True,True,0.6,0.8,0.6,0.33999999999999997
