window_id,truth_regime,approx_entropy_bits,repetition_ratio,locality_small_delta_ratio,cache_window_reuse_proxy,branch_pressure_score,coherence_score,hardware_pressure_proxy,delta_abs_mean,entropy_norm,branch_norm,delta_norm,predicted_regime_tree,predicted_regime_forest,predicted_regime,regime_prediction_correct,regime_confidence,regime_probability,policy_from_truth,policy_from_predicted_regime,policy_correct_from_regime
96,clustered_ranges,3.3428900140770814,0.9536633957788352,0.025074236889430113,0.020480518676812887,0.8614780684805222,0.1926056579617481,1.0,0.0,0.3470293043132606,1.0,0.0,clustered_ranges,clustered_ranges,clustered_ranges,True,1.0,1.0,guarded_fallback,guarded_fallback,True
97,clustered_ranges,3.386645765591315,0.9963355173440158,0.01875255603744461,0.04755175025695585,0.7743603124408815,0.16693777581168112,0.9756269048726406,0.0,0.3519592621271732,0.8988740871914485,0.0,clustered_ranges,clustered_ranges,clustered_ranges,True,1.0,1.0,guarded_fallback,guarded_fallback,True
98,clustered_ranges,3.463264137694319,1.0,0.0,0.0,0.799422316716094,0.17262715499961295,1.0,0.0,0.36059184936808936,0.92796595289549,0.0,clustered_ranges,clustered_ranges,clustered_ranges,True,1.0,1.0,guarded_fallback,guarded_fallback,True
99,clustered_ranges,3.2198578167504763,0.9634658990616621,0.0,0.0,0.7610908466689359,0.15254531652462222,0.983966860364435,0.0,0.33316727425817566,0.8834709489602566,0.0,clustered_ranges,clustered_ranges,clustered_ranges,True,1.0,1.0,guarded_fallback,guarded_fallback,True
100,low_entropy_repeating,2.089037271332821,0.9850987869761859,0.9690755883918654,0.9382913637635941,0.05147520864324048,0.9207212355165528,0.0,0.0,0.20575779342224035,0.05975219860678824,0.0,low_entropy_repeating,low_entropy_repeating,low_entropy_repeating,True,1.0,1.0,coherent_local,coherent_local,True
101,low_entropy_repeating,2.044683916741938,0.9855692776853839,1.0,0.939590596246141,0.04104990944268701,0.9189476565787807,0.019637460476351978,0.0,0.20076050370668302,0.04765055657782556,0.0,low_entropy_repeating,low_entropy_repeating,low_entropy_repeating,True,1.0,1.0,coherent_local,coherent_local,True
102,low_entropy_repeating,1.9831447988509474,0.9656821815179174,0.9530956615639393,0.9605724710582398,0.009471428533460658,0.9193315915505801,0.017114631892300034,0.0,0.19382689510418222,0.010994393101807448,0.0,low_entropy_repeating,low_entropy_repeating,low_entropy_repeating,True,1.0,1.0,coherent_local,coherent_local,True
103,low_entropy_repeating,2.090241508587944,0.9443852430925616,0.9551008393029002,0.9123134067431419,0.06383536600160987,0.9584776094875789,0.0430195172138368,0.0,0.2058934747592131,0.07409981558114752,0.0,low_entropy_repeating,low_entropy_repeating,low_entropy_repeating,True,1.0,1.0,coherent_local,coherent_local,True
104,sequential_ids,8.908787126469901,0.0,1.0,0.0017482299280633965,0.21646216456592382,0.5443698702721464,0.2583443117936388,0.0,0.974138587346569,0.25126834040908375,0.0,sequential_ids,sequential_ids,sequential_ids,True,1.0,1.0,hybrid,hybrid,True
105,sequential_ids,9.012649526792408,0.015555347781698509,1.0,0.0,0.13258194333977436,0.5800523619295452,0.2856317527978581,0.0,0.9858407575601262,0.1539005439495666,0.0,sequential_ids,sequential_ids,sequential_ids,True,1.0,1.0,hybrid,hybrid,True
106,sequential_ids,8.918350158438933,0.0,1.0,0.02792514679051588,0.25392783567302946,0.5654889271630436,0.23884849910242914,0.0,0.9752160535664121,0.29475832869536445,0.0,sequential_ids,sequential_ids,sequential_ids,True,1.0,1.0,hybrid,hybrid,True
107,sequential_ids,8.92854955027321,0.00022902583341308832,0.9910220588834423,0.0,0.2614626695258986,0.603555052062164,0.28408146050666283,0.0,0.976365218412871,0.3035047311036801,0.0,sequential_ids,sequential_ids,sequential_ids,True,1.0,1.0,hybrid,hybrid,True
108,uniform_32bit,8.926331968175269,0.017100386485945578,0.019188792284937053,0.013276368726121588,0.7574899580113132,0.09906113428583832,0.9322004270891301,0.0,0.9761153635752006,0.8792910530472081,0.0,uniform_32bit,uniform_32bit,uniform_32bit,True,0.9666666666666666,0.9833333333333333,simd,simd,True
109,uniform_32bit,9.050952502669777,0.006815828160042118,0.0,0.002508632322316717,0.7033142412345262,0.04160477127079939,0.9604544985790248,0.0,0.9901563514806491,0.8164041163288511,0.0,uniform_32bit,uniform_32bit,uniform_32bit,True,0.8500000000000001,0.925,simd,simd,True
110,uniform_32bit,9.138319627270857,0.02718441200591224,0.007656402505676238,0.0405187536285797,0.7203615954180548,0.08608391830693338,0.8771958588861406,0.0,1.0,0.8361926110186774,0.0,uniform_32bit,uniform_32bit,uniform_32bit,True,1.0,1.0,simd,simd,True
111,uniform_32bit,9.031759304359907,0.0012077185684883419,0.0,0.0,0.7176081130842957,0.13392683499933922,0.9368263998554023,0.0,0.9879938550154486,0.8329963806855991,0.0,uniform_32bit,uniform_32bit,uniform_32bit,True,0.8916666666666666,0.9416666666666667,simd,simd,True
112,zipfian_smallints,0.5009156351273173,0.8049757461960217,0.271326371343126,0.34391258045613354,0.6875271840783513,0.4154684436717921,0.7576170523004246,0.0,0.026824227001649,0.7980785689541859,0.0,zipfian_smallints,zipfian_smallints,zipfian_smallints,True,1.0,1.0,hybrid,hybrid,True
113,zipfian_smallints,0.39997475688614825,0.8102244362909508,0.28173793979799705,0.29639877465895764,0.7163194608751462,0.4498710415769977,0.8117767121668896,0.0,0.015451224500106447,0.8315005187985722,0.0,zipfian_smallints,zipfian_smallints,zipfian_smallints,True,1.0,1.0,hybrid,hybrid,True
114,zipfian_smallints,0.5820669474308191,0.8007782641380292,0.2446486401609255,0.31748903517925814,0.7303381471425107,0.43137840103095487,0.818619933348152,0.0,0.03596754033429212,0.847773348926553,0.0,zipfian_smallints,zipfian_smallints,zipfian_smallints,True,0.9833333333333334,0.9916666666666667,hybrid,hybrid,True
115,zipfian_smallints,0.5879983720273667,0.7973554268693765,0.23267382363417394,0.340426802089673,0.7265169358443158,0.41393750263831786,0.7626631767576704,0.0,0.03663583357633302,0.8433377034493155,0.0,zipfian_smallints,zipfian_smallints,zipfian_smallints,True,1.0,1.0,hybrid,hybrid,True
116,clustered_ranges,3.420230785197592,0.9699208451717878,0.0,0.01934358502910319,0.7779402225961239,0.18732313166935055,0.9981961206855636,0.0,0.3557432842067509,0.9030296313500557,0.0,clustered_ranges,clustered_ranges,clustered_ranges,True,1.0,1.0,guarded_fallback,guarded_fallback,True
117,clustered_ranges,3.308845679912674,0.9703751775226918,0.04313330819749387,0.0,0.7265003665308841,0.12414464540272466,0.9908732983973001,0.0,0.3431935312908575,0.8433184698622541,0.0,clustered_ranges,clustered_ranges,clustered_ranges,True,0.7916666666666667,0.8916666666666667,guarded_fallback,guarded_fallback,True
118,clustered_ranges,3.402473382242616,0.9776477828914976,0.036425694867855046,0.0,0.8018780162329248,0.2268431460541072,0.9561665770532486,0.0,0.3537425587152872,0.930816518228119,0.0,clustered_ranges,clustered_ranges,clustered_ranges,True,0.95,0.9666666666666667,guarded_fallback,guarded_fallback,True
119,clustered_ranges,3.3696154790568085,0.9649421616554276,0.0,0.00021213984930880045,0.8328245585105352,0.23512160026462559,0.9799218232487955,0.0,0.35004046079778345,0.9667391300854284,0.0,clustered_ranges,clustered_ranges,clustered_ranges,True,1.0,1.0,guarded_fallback,guarded_fallback,True
120,low_entropy_repeating,2.1524048171251575,0.9907115295396924,1.0,0.9372010405103952,0.02393173478138433,0.960964234179285,0.11536561038102607,0.0,0.21289741088317626,0.027779853785013006,0.0,low_entropy_repeating,low_entropy_repeating,low_entropy_repeating,True,0.9249999999999999,0.95,coherent_local,coherent_local,True
121,low_entropy_repeating,2.068102845987583,0.9758547094009707,1.0,0.9291450238874697,0.0053074945129637265,0.9772580407967633,0.020932567633134586,0.0,0.20339911301477545,0.006160916577162669,0.0,low_entropy_repeating,low_entropy_repeating,low_entropy_repeating,True,1.0,1.0,coherent_local,coherent_local,True
122,low_entropy_repeating,2.0222860731609447,0.9902797044373058,1.0,0.9527489769230845,0.0,0.969997180058286,0.0,0.0,0.19823694005720507,0.0,0.0,low_entropy_repeating,low_entropy_repeating,low_entropy_repeating,True,1.0,1.0,coherent_local,coherent_local,True
123,low_entropy_repeating,1.8846160691552472,0.9888317751228264,1.0,0.9191948150628315,0.04493095573003923,0.9097347450088727,0.007791687536823232,0.0,0.1827256692299062,0.05215565825057926,0.0,low_entropy_repeating,low_entropy_repeating,low_entropy_repeating,True,1.0,1.0,coherent_local,coherent_local,True
124,sequential_ids,8.95321006920536,0.0,1.0,0.0,0.22172848032368686,0.5518900710500411,0.1932416124006427,0.0,0.979143717554067,0.25738145686607233,0.0,sequential_ids,sequential_ids,sequential_ids,True,1.0,1.0,hybrid,hybrid,True
125,sequential_ids,8.843312684768238,0.0,0.9933709804664094,0.0,0.19916052630409348,0.5567667951853055,0.278429488295449,0.0,0.9667615860539805,0.23118467386566607,0.0,sequential_ids,sequential_ids,sequential_ids,True,1.0,1.0,hybrid,hybrid,True
126,sequential_ids,8.911111607926596,0.0,0.9672002842633786,0.008667500015061207,0.23734842135939338,0.5370598168528147,0.17494900467521035,0.0,0.9744004865283716,0.2755130165739788,0.0,sequential_ids,sequential_ids,sequential_ids,True,1.0,1.0,hybrid,hybrid,True
127,sequential_ids,8.86368057099117,0.0,0.9832681333751435,0.0,0.2011574336894275,0.5406476100753266,0.2814801883163022,0.0,0.9690564345336132,0.23350267528485041,0.0,sequential_ids,sequential_ids,sequential_ids,True,1.0,1.0,hybrid,hybrid,True
128,uniform_32bit,8.94591861554549,0.0,0.014366266155613847,0.0,0.7316907511596,0.083076595511788,0.905576725302455,0.0,0.97832218992167,0.8493434457944571,0.0,uniform_32bit,uniform_32bit,uniform_32bit,True,1.0,1.0,simd,simd,True
129,uniform_32bit,9.127062088571941,0.0,0.06180894511572235,0.0,0.6816895066508931,0.08209758742984476,0.877712643990437,0.0,0.9987316138118186,0.7913022183527658,0.0,uniform_32bit,uniform_32bit,uniform_32bit,True,0.9833333333333334,0.9916666666666667,simd,simd,True
130,uniform_32bit,8.93985953217492,0.007940666000309822,0.016667462659503744,0.0,0.749622154351392,0.11472523274063401,0.9530890526968988,0.0,0.9776395133734638,0.8701581407331448,0.0,uniform_32bit,uniform_32bit,uniform_32bit,True,0.9666666666666666,0.9833333333333333,simd,simd,True
131,uniform_32bit,9.042353072570057,0.027268574241713976,0.0,0.0,0.6939898423102971,0.08357677583382177,0.8928565234240979,0.0,0.9891874542237588,0.8055803945588059,0.0,uniform_32bit,uniform_32bit,uniform_32bit,True,1.0,1.0,simd,simd,True
132,zipfian_smallints,0.4867073726440214,0.8376434976040811,0.2649084061073887,0.3624137695157064,0.7130319201022729,0.422271398638705,0.7801805004130822,0.0,0.025223382947379695,0.8276843557490916,0.0,zipfian_smallints,zipfian_smallints,zipfian_smallints,True,1.0,1.0,hybrid,hybrid,True
133,zipfian_smallints,0.5358659252778528,0.8233061507109436,0.3194218199280999,0.359288602457275,0.737686406581068,0.38547406472443296,0.7773636977275314,0.0,0.03076207402891571,0.8563031765651349,0.0,zipfian_smallints,zipfian_smallints,zipfian_smallints,True,1.0,1.0,hybrid,hybrid,True
134,zipfian_smallints,0.5752231571906872,0.8173193727683431,0.2763482919838515,0.37659181878703857,0.7347230012698145,0.45600918774777965,0.7886807747087133,0.0,0.03519645091167892,0.8528632685515968,0.0,zipfian_smallints,zipfian_smallints,zipfian_smallints,True,1.0,1.0,hybrid,hybrid,True
135,zipfian_smallints,0.4715441347543172,0.8067168251386605,0.18208216872441674,0.36148657209155144,0.6105476152435565,0.36829609777783745,0.7935530580282295,0.0,0.02351494187319895,0.7087210198170713,0.0,zipfian_smallints,zipfian_smallints,zipfian_smallints,True,1.0,1.0,hybrid,hybrid,True
136,clustered_ranges,3.4382023469813436,0.9567514243972014,0.0,0.05111622965842396,0.7754790960528197,0.24728760937208955,0.9899424044047096,0.0,0.3577681389601928,0.9001727663486689,0.0,clustered_ranges,clustered_ranges,clustered_ranges,True,1.0,1.0,guarded_fallback,guarded_fallback,True
137,clustered_ranges,3.432642894150501,1.0,0.0039308134858025865,0.0,0.7867081764491713,0.17893167791429726,0.949057750433953,0.0,0.3571417557539628,0.9132074340984324,0.0,clustered_ranges,clustered_ranges,clustered_ranges,True,0.85,0.9166666666666666,guarded_fallback,guarded_fallback,True
138,clustered_ranges,3.379533434292734,0.9651561581200513,0.02773073271562302,0.011038356225557669,0.781516127525573,0.17681454208132272,0.996693660552185,0.0,0.35115791620013165,0.9071805262599588,0.0,clustered_ranges,clustered_ranges,clustered_ranges,True,1.0,1.0,guarded_fallback,guarded_fallback,True
139,clustered_ranges,3.4493451359751823,0.9600057554266124,0.0,0.0431403764620759,0.7776298938338582,0.13749473722209377,1.0,0.0,0.3590235963062079,0.9026694030707528,0.0,clustered_ranges,clustered_ranges,clustered_ranges,True,0.95,0.975,guarded_fallback,guarded_fallback,True
140,low_entropy_repeating,2.037069584482615,0.9593856948548659,1.0,0.9620674927728512,0.031231593551187892,0.9689594445128418,0.0,0.0,0.19990259736247673,0.03625349813753736,0.0,low_entropy_repeating,low_entropy_repeating,low_entropy_repeating,True,1.0,1.0,coherent_local,coherent_local,True
141,low_entropy_repeating,2.026483212399696,0.9839476048105911,0.9855162952382607,0.9661166682825918,0.06437823532022689,1.0,0.059444236145177146,0.0,0.19870983147536367,0.07472997592820607,0.0,low_entropy_repeating,low_entropy_repeating,low_entropy_repeating,True,1.0,1.0,coherent_local,coherent_local,True
142,low_entropy_repeating,1.9912212654695853,0.9970544032605269,1.0,0.9436353384789838,0.023922925637346333,0.9747125939562854,0.018221520619222033,0.0,0.1947368700980389,0.027769628168876855,0.0,low_entropy_repeating,low_entropy_repeating,low_entropy_repeating,True,1.0,1.0,coherent_local,coherent_local,True
143,low_entropy_repeating,1.9416570450901072,0.9817105386832828,1.0,0.9400897987359986,0.030206299306050136,0.9701023772660656,0.008754756113071712,0.0,0.18915247245671832,0.03506334103122103,0.0,low_entropy_repeating,low_entropy_repeating,low_entropy_repeating,True,1.0,1.0,coherent_local,coherent_local,True
144,sequential_ids,9.060499853090384,0.007576852069167889,0.9629556073926556,0.04326914373558733,0.18497765768729252,0.5003471397044446,0.21864868871241094,0.0,0.991232050861402,0.2147212615795974,0.0,sequential_ids,sequential_ids,sequential_ids,True,1.0,1.0,hybrid,hybrid,True
145,sequential_ids,8.918316387145735,0.0010434663731506695,0.9917844848336129,0.0,0.21859105896447437,0.5601962608357811,0.2594814361193286,0.0,0.9752122485568983,0.2537395517799147,0.0,sequential_ids,sequential_ids,sequential_ids,True,1.0,1.0,hybrid,hybrid,True
146,sequential_ids,9.032786276586295,0.012322693360044766,0.9367613997466767,0.0,0.1345936980653158,0.551081797803934,0.24986101083326964,0.0,0.9881095639126093,0.1562357800967732,0.0,sequential_ids,sequential_ids,sequential_ids,True,1.0,1.0,hybrid,hybrid,True
147,sequential_ids,9.083642581983174,0.023752687854422416,1.0,0.0,0.21455483337637216,0.5341624708802707,0.24995822045669952,0.0,0.9938395406928394,0.24905431864888292,0.0,sequential_ids,sequential_ids,sequential_ids,True,1.0,1.0,hybrid,hybrid,True
148,uniform_32bit,9.078890905356861,0.0,0.024170359177275027,0.02032204106076907,0.6913562454860753,0.10921682384652204,0.9309569903611452,0.0,0.9933041695815592,0.8025233268044673,0.0,uniform_32bit,uniform_32bit,uniform_32bit,True,1.0,1.0,simd,simd,True
149,uniform_32bit,9.008154070989812,0.0,0.0,0.0,0.7362778338987588,0.05133124497795807,0.9231253674585961,0.0,0.9853342548331897,0.8546681115137476,0.0,uniform_32bit,uniform_32bit,uniform_32bit,True,1.0,1.0,simd,simd,True
150,uniform_32bit,8.900659557689728,0.0,0.003289432637220259,0.0733539043517675,0.6786805303343889,0.124160436994704,0.9144952724196185,0.0,0.9732228546753364,0.7878094117142735,0.0,uniform_32bit,uniform_32bit,uniform_32bit,True,0.9333333333333333,0.9666666666666667,simd,simd,True
151,uniform_32bit,9.032893753441277,0.00236695826776409,0.01334180454585699,0.0,0.7636215054437238,0.06630586567325833,0.9439670371653774,0.0,0.9881216733232056,0.8864085266739312,0.0,uniform_32bit,uniform_32bit,uniform_32bit,True,0.8500000000000001,0.925,simd,simd,True
152,zipfian_smallints,0.4484506303829582,0.7987949630719743,0.23784112343129343,0.36365071161042556,0.763353778707796,0.4176793146053744,0.7740934290388828,0.0,0.020912998165543248,0.8860977506417567,0.0,zipfian_smallints,zipfian_smallints,zipfian_smallints,True,1.0,1.0,hybrid,hybrid,True
153,zipfian_smallints,0.41083064295456584,0.7954141469289538,0.22221617220835418,0.32261366039843514,0.726803581383274,0.45957039593224186,0.8642763258368851,0.0,0.0166743565112783,0.8436704403458727,0.0,zipfian_smallints,zipfian_smallints,zipfian_smallints,True,0.875,0.925,hybrid,hybrid,True
154,zipfian_smallints,0.45307319319432793,0.8287060031329089,0.27731257441204943,0.3454625705976087,0.7329778335517846,0.4218574945103988,0.7833118717683666,0.0,0.021433822031288095,0.8508374854447697,0.0,zipfian_smallints,zipfian_smallints,zipfian_smallints,True,1.0,1.0,hybrid,hybrid,True
155,zipfian_smallints,0.46733334697386647,0.772037806804023,0.22369124392433756,0.3695973464984368,0.7116989972974286,0.402117333010315,0.7802551688016947,0.0,0.02304051267469214,0.8261371047468749,0.0,zipfian_smallints,zipfian_smallints,zipfian_smallints,True,1.0,1.0,hybrid,hybrid,True
156,clustered_ranges,3.46359458023325,0.9836072788605279,0.0,0.04678878866946849,0.837375565089449,0.19483669965968559,1.0,0.0,0.3606290803084909,0.9720219187546059,0.0,clustered_ranges,clustered_ranges,clustered_ranges,True,1.0,1.0,guarded_fallback,guarded_fallback,True
157,clustered_ranges,3.499356799745105,1.0,0.01842297531337871,0.02795041141224648,0.8055898172003951,0.1470798697635887,1.0,0.0,0.3646584073666258,0.9351251606686831,0.0,clustered_ranges,clustered_ranges,clustered_ranges,True,1.0,1.0,guarded_fallback,guarded_fallback,True
158,clustered_ranges,3.291534882309876,0.9641080108974989,0.03910695203424262,0.03520660488082592,0.8346219486905759,0.17184976848938122,0.955432534761697,0.0,0.3412431247967715,0.9688255327993257,0.0,clustered_ranges,clustered_ranges,clustered_ranges,True,0.95,0.9666666666666667,guarded_fallback,guarded_fallback,True
159,clustered_ranges,3.3807650242343725,0.9820406259448115,0.0023696614902002904,0.04401041436270105,0.7791618872498967,0.19056103415408773,0.9603411855169618,0.0,0.3512966793626005,0.9044477343737664,0.0,clustered_ranges,clustered_ranges,clustered_ranges,True,0.9833333333333334,0.9916666666666667,guarded_fallback,guarded_fallback,True
